# Time-averaged data for fix myat8
# TimeStep v_volume
0 5000.21
200 5000.21
400 5000.21
600 5000.21
800 5000.21
1000 5000.21
1200 5000.21
1400 5000.21
1600 5000.21
1800 5000.21
2000 5000.21
2200 5000.21
2400 5000.21
2600 5000.21
2800 5000.21
3000 5000.21
3200 5000.21
3400 5000.21
3600 5000.21
3800 5000.21
4000 5000.21
4200 5000.21
4400 5000.21
4600 5000.21
4800 5000.21
5000 5000.21
5200 5000.21
5400 5000.21
5600 5000.21
5800 5000.21
6000 5000.21
6200 5000.21
6400 5000.21
6600 5000.21
6800 5000.21
7000 5000.21
7200 5000.21
7400 5000.21
7600 5000.21
7800 5000.21
8000 5000.21
8200 5000.21
8400 5000.21
8600 5000.21
8800 5000.21
9000 5000.21
9200 5000.21
9400 5000.21
9600 5000.21
9800 5000.21
10000 5000.21
10200 5000.21
10400 5000.21
10600 5000.21
10800 5000.21
11000 5000.21
11200 5000.21
11400 5000.21
11600 5000.21
11800 5000.21
12000 5000.21
12200 5000.21
12400 5000.21
12600 5000.21
12800 5000.21
13000 5000.21
13200 5000.21
13400 5000.21
13600 5000.21
13800 5000.21
14000 5000.21
14200 5000.21
14400 5000.21
14600 5000.21
14800 5000.21
15000 5000.21
15200 5000.21
15400 5000.21
15600 5000.21
15800 5000.21
16000 5000.21
16200 5000.21
16400 5000.21
16600 5000.21
16800 5000.21
17000 5000.21
17200 5000.21
17400 5000.21
17600 5000.21
17800 5000.21
18000 5000.21
18200 5000.21
18400 5000.21
18600 5000.21
18800 5000.21
19000 5000.21
19200 5000.21
19400 5000.21
19600 5000.21
19800 5000.21
20000 5000.21
