# Time-averaged data for fix myat1
# TimeStep v_Epot
0 -14.5438
200 -10.1222
400 -9.00877
600 -7.34847
800 -8.18721
1000 -8.30649
1200 -7.06066
1400 -7.90661
1600 -8.35655
1800 -9.22853
2000 -8.57634
2200 -8.50339
2400 -9.17604
2600 -8.14309
2800 -8.74726
3000 -7.71433
3200 -8.08152
3400 -8.85035
3600 -9.45616
3800 -9.73553
4000 -8.43089
4200 -7.25851
4400 -8.88921
4600 -8.33544
4800 -8.16328
5000 -8.59323
5200 -7.53863
5400 -8.0818
5600 -8.0461
5800 -8.86515
6000 -8.19725
6200 -9.13756
6400 -8.41831
6600 -7.14377
6800 -8.44481
7000 -8.68226
7200 -7.90918
7400 -8.36966
7600 -8.61053
7800 -7.95849
8000 -8.27244
8200 -8.08086
8400 -7.99084
8600 -8.8727
8800 -8.28755
9000 -8.84394
9200 -8.28502
9400 -8.58125
9600 -7.86206
9800 -8.51113
10000 -8.89815
10200 -8.57353
10400 -7.68876
10600 -7.43657
10800 -7.39311
11000 -8.34318
11200 -7.62031
11400 -8.20425
11600 -7.74289
11800 -8.31669
12000 -9.45402
12200 -7.63205
12400 -7.95058
12600 -6.41958
12800 -7.93598
13000 -7.32726
13200 -8.8642
13400 -9.1912
13600 -9.38505
13800 -8.92893
14000 -8.46642
14200 -7.40892
14400 -7.89255
14600 -8.45487
14800 -8.23577
15000 -8.84714
15200 -6.86717
15400 -7.55286
15600 -6.88658
15800 -7.81026
16000 -7.84593
16200 -8.25062
16400 -8.94368
16600 -7.96502
16800 -8.24808
17000 -7.80458
17200 -8.45391
17400 -7.06615
17600 -7.64842
17800 -8.04065
18000 -8.21118
18200 -7.69955
18400 -8.59514
18600 -8.76881
18800 -7.01735
19000 -8.19052
19200 -8.68727
19400 -8.69613
19600 -8.37475
19800 -8.66971
20000 -7.90858
