# Time-averaged data for fix myat9
# TimeStep v_density
0 0.023982
200 0.023982
400 0.023982
600 0.023982
800 0.023982
1000 0.023982
1200 0.023982
1400 0.023982
1600 0.023982
1800 0.023982
2000 0.023982
2200 0.023982
2400 0.023982
2600 0.023982
2800 0.023982
3000 0.023982
3200 0.023982
3400 0.023982
3600 0.023982
3800 0.023982
4000 0.023982
4200 0.023982
4400 0.023982
4600 0.023982
4800 0.023982
5000 0.023982
5200 0.023982
5400 0.023982
5600 0.023982
5800 0.023982
6000 0.023982
6200 0.023982
6400 0.023982
6600 0.023982
6800 0.023982
7000 0.023982
7200 0.023982
7400 0.023982
7600 0.023982
7800 0.023982
8000 0.023982
8200 0.023982
8400 0.023982
8600 0.023982
8800 0.023982
9000 0.023982
9200 0.023982
9400 0.023982
9600 0.023982
9800 0.023982
10000 0.023982
10200 0.023982
10400 0.023982
10600 0.023982
10800 0.023982
11000 0.023982
11200 0.023982
11400 0.023982
11600 0.023982
11800 0.023982
12000 0.023982
12200 0.023982
12400 0.023982
12600 0.023982
12800 0.023982
13000 0.023982
13200 0.023982
13400 0.023982
13600 0.023982
13800 0.023982
14000 0.023982
14200 0.023982
14400 0.023982
14600 0.023982
14800 0.023982
15000 0.023982
15200 0.023982
15400 0.023982
15600 0.023982
15800 0.023982
16000 0.023982
16200 0.023982
16400 0.023982
16600 0.023982
16800 0.023982
17000 0.023982
17200 0.023982
17400 0.023982
17600 0.023982
17800 0.023982
18000 0.023982
18200 0.023982
18400 0.023982
18600 0.023982
18800 0.023982
19000 0.023982
19200 0.023982
19400 0.023982
19600 0.023982
19800 0.023982
20000 0.023982
