# Time-averaged data for fix myat8
# TimeStep v_volume
0 3462.14
200 3462.14
400 3462.14
600 3462.14
800 3462.14
1000 3462.14
1200 3462.14
1400 3462.14
1600 3462.14
1800 3462.14
2000 3462.14
2200 3462.14
2400 3462.14
2600 3462.14
2800 3462.14
3000 3462.14
3200 3462.14
3400 3462.14
3600 3462.14
3800 3462.14
4000 3462.14
4200 3462.14
4400 3462.14
4600 3462.14
4800 3462.14
5000 3462.14
5200 3462.14
5400 3462.14
5600 3462.14
5800 3462.14
6000 3462.14
6200 3462.14
6400 3462.14
6600 3462.14
6800 3462.14
7000 3462.14
7200 3462.14
7400 3462.14
7600 3462.14
7800 3462.14
8000 3462.14
8200 3462.14
8400 3462.14
8600 3462.14
8800 3462.14
9000 3462.14
9200 3462.14
9400 3462.14
9600 3462.14
9800 3462.14
10000 3462.14
10200 3462.14
10400 3462.14
10600 3462.14
10800 3462.14
11000 3462.14
11200 3462.14
11400 3462.14
11600 3462.14
11800 3462.14
12000 3462.14
12200 3462.14
12400 3462.14
12600 3462.14
12800 3462.14
13000 3462.14
13200 3462.14
13400 3462.14
13600 3462.14
13800 3462.14
14000 3462.14
14200 3462.14
14400 3462.14
14600 3462.14
14800 3462.14
15000 3462.14
15200 3462.14
15400 3462.14
15600 3462.14
15800 3462.14
16000 3462.14
16200 3462.14
16400 3462.14
16600 3462.14
16800 3462.14
17000 3462.14
17200 3462.14
17400 3462.14
17600 3462.14
17800 3462.14
18000 3462.14
18200 3462.14
18400 3462.14
18600 3462.14
18800 3462.14
19000 3462.14
19200 3462.14
19400 3462.14
19600 3462.14
19800 3462.14
20000 3462.14
