# Time-averaged data for fix myat6
# TimeStep v_pressure
0 -21.2571
200 65.7028
400 142.053
600 20.1299
800 272.6
1000 74.9337
1200 101.469
1400 184.208
1600 143.171
1800 231.193
2000 349.313
2200 296.326
2400 266.698
2600 163.192
2800 126.444
3000 236.217
3200 172.563
3400 298.881
3600 251.377
3800 137.305
4000 190.204
4200 79.1948
4400 146.174
4600 256.075
4800 305.062
5000 167.323
5200 119.321
5400 223.493
5600 177.84
5800 150.109
6000 345.213
6200 65.9631
6400 137.31
6600 106.556
6800 262.788
7000 93.0188
7200 204.113
7400 115.066
7600 108.346
7800 208.218
8000 84.286
8200 181.693
8400 354.616
8600 125.129
8800 174.134
9000 61.7626
9200 188.536
9400 147.375
9600 136.645
9800 120.752
10000 139.591
10200 149.051
10400 43.525
10600 184.225
10800 146.483
11000 337.493
11200 65.4318
11400 294.336
11600 244.16
11800 227.051
12000 150.514
12200 206.54
12400 160.526
12600 47.8537
12800 236.396
13000 108.656
13200 272.423
13400 228.736
13600 105.635
13800 168.867
14000 185.682
14200 160.726
14400 130.446
14600 115.797
14800 107.992
15000 141.657
15200 239.649
15400 106.024
15600 226.171
15800 214.357
16000 159.588
16200 169.438
16400 75.4745
16600 130.243
16800 162.666
17000 166.245
17200 142.642
17400 203.82
17600 160.667
17800 172.635
18000 198.29
18200 181.644
18400 198.309
18600 310.706
18800 175.458
19000 69.4737
19200 181.278
19400 134.275
19600 358.831
19800 201.517
20000 152.503
