# Time-averaged data for fix myat3
# TimeStep v_Etot
0 -1.67688
200 1.02716
400 2.60833
600 3.36682
800 3.41842
1000 2.63232
1200 2.23794
1400 2.54625
1600 3.04141
1800 3.46588
2000 3.50802
2200 3.15627
2400 3.40359
2600 2.95699
2800 2.87379
3000 2.86526
3200 3.10331
3400 2.82124
3600 3.23379
3800 3.25689
4000 3.18309
4200 2.94431
4400 2.75849
4600 3.00031
4800 3.23338
5000 3.43249
5200 3.3427
5400 3.04148
5600 3.07952
5800 2.74347
6000 3.03547
6200 2.77581
6400 2.4424
6600 3.32896
6800 3.30467
7000 3.094
7200 3.04222
7400 2.77527
7600 3.02573
7800 2.86595
8000 2.75494
8200 3.19983
8400 2.45017
8600 2.43825
8800 2.55985
9000 2.99362
9200 3.18053
9400 3.43606
9600 2.48699
9800 2.42608
10000 3.19691
10200 3.28906
10400 3.00192
10600 2.62413
10800 2.51435
11000 2.95819
11200 2.91576
11400 2.91718
11600 2.79143
11800 3.05493
12000 3.1224
12200 3.43247
12400 3.31904
12600 3.18338
12800 2.89449
13000 3.06283
13200 3.23924
13400 2.90387
13600 2.82862
13800 2.82218
14000 3.17449
14200 2.66947
14400 2.28321
14600 2.37023
14800 3.20023
15000 2.94606
15200 2.39896
15400 2.39567
15600 3.1357
15800 2.87309
16000 2.78434
16200 2.55442
16400 3.12431
16600 2.93373
16800 1.94595
17000 2.35303
17200 2.68846
17400 2.83481
17600 2.69257
17800 2.64664
18000 2.93029
18200 2.82711
18400 2.4131
18600 2.46602
18800 2.3908
19000 2.7328
19200 2.37152
19400 2.61403
19600 3.26455
19800 3.43982
20000 3.18323
