# Time-averaged data for fix myat2
# TimeStep v_Ekin
0 14.7
200 14.3523
400 14.0143
600 15.3935
800 14.8693
1000 15.7463
1200 14.9831
1400 14.1657
1600 14.2258
1800 13.9426
2000 13.953
2200 13.647
2400 14.2768
2600 14.472
2800 14.3915
3000 14.3407
3200 14.7201
3400 13.7248
3600 14.0129
3800 14.6076
4000 14.9124
4200 15.2611
4400 14.6267
4600 14.3328
4800 13.9697
5000 15.0955
5200 15.2081
5400 14.5285
5600 14.8934
5800 14.9212
6000 13.7858
6200 15.2774
6400 14.546
6600 14.7866
6800 14.1709
7000 14.8793
7200 15.2133
7400 15.3315
7600 15.5315
7800 14.4541
8000 14.9646
8200 14.9675
8400 13.8476
8600 14.9525
8800 14.4785
9000 15.1056
9200 14.7755
9400 14.3875
9600 15.3661
9800 14.7782
10000 14.469
10200 14.9941
10400 15.7429
10600 15.1189
10800 14.6729
11000 14.282
11200 15.0109
11400 15.1936
11600 14.5158
11800 14.3878
12000 14.2701
12200 14.9391
12400 15.2106
12600 16.0126
12800 14.5093
13000 15.5204
13200 14.4721
13400 14.4164
13600 14.8026
13800 14.2412
14000 15.2092
14200 14.8167
14400 15.5503
14600 14.5584
14800 15.1807
15000 15.594
15200 14.2331
15400 14.9506
15600 14.2673
15800 14.2835
16000 15.3964
16200 14.8068
16400 15.1584
16600 15.3454
16800 14.5958
17000 13.6686
17200 14.3922
17400 14.3072
17600 15.0733
17800 14.4598
18000 15.1172
18200 15.1623
18400 14.7124
18600 13.9263
18800 14.7958
19000 15.2784
19200 14.908
19400 14.6265
19600 13.3365
19800 14.5353
20000 15.0594
