# Time-averaged data for fix myat7
# TimeStep v_temperature
0 100.644
200 98.2635
400 95.9488
600 105.392
800 101.803
1000 107.807
1200 102.582
1400 96.9858
1600 97.3971
1800 95.4579
2000 95.5292
2200 93.4342
2400 97.7462
2600 99.0825
2800 98.5314
3000 98.1837
3200 100.782
3400 93.967
3600 95.9397
3800 100.012
4000 102.098
4200 104.485
4400 100.142
4600 98.1298
4800 95.6438
5000 103.351
5200 104.122
5400 99.4697
5600 101.968
5800 102.158
6000 94.385
6200 104.597
6400 99.5893
6600 101.237
6800 97.021
7000 101.872
7200 104.158
7400 104.968
7600 106.336
7800 98.9599
8000 102.455
8200 102.475
8400 94.8081
8600 102.372
8800 99.1274
9000 103.421
9200 101.161
9400 98.5044
9600 105.204
9800 101.179
10000 99.0623
10200 102.657
10400 107.784
10600 103.512
10800 100.458
11000 97.7816
11200 102.772
11400 104.024
11600 99.3827
11800 98.5064
12000 97.7002
12200 102.281
12400 104.139
12600 109.63
12800 99.3381
13000 106.261
13200 99.0835
13400 98.7018
13600 101.346
13800 97.5028
14000 104.13
14200 101.443
14400 106.466
14600 99.6745
14800 103.935
15000 106.765
15200 97.4472
15400 102.36
15600 97.6812
15800 97.7921
16000 105.412
16200 101.375
16400 103.782
16600 105.062
16800 99.9303
17000 93.5821
17200 98.5367
17400 97.9545
17600 103.199
17800 98.9996
18000 103.5
18200 103.809
18400 100.729
18600 95.3464
18800 101.3
19000 104.603
19200 102.068
19400 100.141
19600 91.3088
19800 99.5161
20000 103.105
