# Time-averaged data for fix myat1
# TimeStep v_Epot
0 -16.3769
200 -13.3252
400 -11.4059
600 -12.0267
800 -11.4508
1000 -13.114
1200 -12.7451
1400 -11.6195
1600 -11.1844
1800 -10.4767
2000 -10.4449
2200 -10.4907
2400 -10.8732
2600 -11.515
2800 -11.5177
3000 -11.4754
3200 -11.6168
3400 -10.9035
3600 -10.7791
3800 -11.3508
4000 -11.7293
4200 -12.3168
4400 -11.8682
4600 -11.3325
4800 -10.7363
5000 -11.663
5200 -11.8654
5400 -11.487
5600 -11.8139
5800 -12.1777
6000 -10.7504
6200 -12.5016
6400 -12.1036
6600 -11.4576
6800 -10.8662
7000 -11.7853
7200 -12.171
7400 -12.5563
7600 -12.5057
7800 -11.5881
8000 -12.2097
8200 -11.7677
8400 -11.3975
8600 -12.5142
8800 -11.9187
9000 -12.112
9200 -11.595
9400 -10.9515
9600 -12.8791
9800 -12.3521
10000 -11.2721
10200 -11.7051
10400 -12.741
10600 -12.4948
10800 -12.1586
11000 -11.3238
11200 -12.0951
11400 -12.2765
11600 -11.7244
11800 -11.3329
12000 -11.1477
12200 -11.5066
12400 -11.8915
12600 -12.8292
12800 -11.6148
13000 -12.4576
13200 -11.2329
13400 -11.5125
13600 -11.974
13800 -11.419
14000 -12.0347
14200 -12.1472
14400 -13.2671
14600 -12.1882
14800 -11.9805
15000 -12.648
15200 -11.8341
15400 -12.5549
15600 -11.1316
15800 -11.4104
16000 -12.6121
16200 -12.2524
16400 -12.0341
16600 -12.4116
16800 -12.6498
17000 -11.3155
17200 -11.7038
17400 -11.4724
17600 -12.3807
17800 -11.8132
18000 -12.1869
18200 -12.3352
18400 -12.2993
18600 -11.4602
18800 -12.405
19000 -12.5456
19200 -12.5365
19400 -12.0125
19600 -10.072
19800 -11.0955
20000 -11.8762
