# Time-averaged data for fix myat3
# TimeStep v_Etot
0 -18.9127
200 -12.6822
400 -10.1463
600 -8.78554
800 -8.97625
1000 -8.41527
1200 -8.27192
1400 -9.31183
1600 -9.58506
1800 -9.41971
2000 -9.79767
2200 -9.39601
2400 -8.70145
2600 -9.65013
2800 -9.50862
3000 -9.23103
3200 -9.88242
3400 -9.93178
3600 -8.90331
3800 -9.13065
4000 -9.21142
4200 -9.86791
4400 -9.56861
4600 -10.0448
4800 -8.88263
5000 -8.96946
5200 -9.71105
5400 -9.30897
5600 -9.55633
5800 -10.3825
6000 -10.2106
6200 -9.3661
6400 -10.1208
6600 -9.44595
6800 -9.7064
7000 -9.73487
7200 -10.2791
7400 -9.74179
7600 -9.27129
7800 -9.29175
8000 -9.75465
8200 -10.5302
8400 -8.99116
8600 -9.12244
8800 -9.30317
9000 -9.78201
9200 -8.5034
9400 -9.13822
9600 -10.2403
9800 -9.59115
10000 -10.2877
10200 -9.9271
10400 -9.66989
10600 -9.27512
10800 -9.4147
11000 -10.5322
11200 -10.12
11400 -9.80144
11600 -9.76357
11800 -10.0419
12000 -9.90893
12200 -9.38992
12400 -9.23393
12600 -9.29164
12800 -9.82902
13000 -10.2809
13200 -10.0744
13400 -9.63325
13600 -9.60336
13800 -9.46491
14000 -10.2429
14200 -9.40143
14400 -8.73419
14600 -10.3069
14800 -9.17932
15000 -10.2552
15200 -10.1971
15400 -9.89612
15600 -10.127
15800 -10.3391
16000 -9.46336
16200 -8.91738
16400 -8.95217
16600 -9.9032
16800 -9.26052
17000 -9.09595
17200 -9.01258
17400 -9.48902
17600 -9.55433
17800 -9.28691
18000 -9.17477
18200 -9.74761
18400 -10.6989
18600 -10.1559
18800 -9.72307
19000 -9.43282
19200 -10.582
19400 -10.2215
19600 -9.4773
19800 -10.2481
20000 -9.35433
