# Time-averaged data for fix myat9
# TimeStep v_density
0 0.0559537
200 0.0559537
400 0.0559537
600 0.0559537
800 0.0559537
1000 0.0559537
1200 0.0559537
1400 0.0559537
1600 0.0559537
1800 0.0559537
2000 0.0559537
2200 0.0559537
2400 0.0559537
2600 0.0559537
2800 0.0559537
3000 0.0559537
3200 0.0559537
3400 0.0559537
3600 0.0559537
3800 0.0559537
4000 0.0559537
4200 0.0559537
4400 0.0559537
4600 0.0559537
4800 0.0559537
5000 0.0559537
5200 0.0559537
5400 0.0559537
5600 0.0559537
5800 0.0559537
6000 0.0559537
6200 0.0559537
6400 0.0559537
6600 0.0559537
6800 0.0559537
7000 0.0559537
7200 0.0559537
7400 0.0559537
7600 0.0559537
7800 0.0559537
8000 0.0559537
8200 0.0559537
8400 0.0559537
8600 0.0559537
8800 0.0559537
9000 0.0559537
9200 0.0559537
9400 0.0559537
9600 0.0559537
9800 0.0559537
10000 0.0559537
10200 0.0559537
10400 0.0559537
10600 0.0559537
10800 0.0559537
11000 0.0559537
11200 0.0559537
11400 0.0559537
11600 0.0559537
11800 0.0559537
12000 0.0559537
12200 0.0559537
12400 0.0559537
12600 0.0559537
12800 0.0559537
13000 0.0559537
13200 0.0559537
13400 0.0559537
13600 0.0559537
13800 0.0559537
14000 0.0559537
14200 0.0559537
14400 0.0559537
14600 0.0559537
14800 0.0559537
15000 0.0559537
15200 0.0559537
15400 0.0559537
15600 0.0559537
15800 0.0559537
16000 0.0559537
16200 0.0559537
16400 0.0559537
16600 0.0559537
16800 0.0559537
17000 0.0559537
17200 0.0559537
17400 0.0559537
17600 0.0559537
17800 0.0559537
18000 0.0559537
18200 0.0559537
18400 0.0559537
18600 0.0559537
18800 0.0559537
19000 0.0559537
19200 0.0559537
19400 0.0559537
19600 0.0559537
19800 0.0559537
20000 0.0559537
