# Time-averaged data for fix myat6
# TimeStep v_pressure
0 311.575
200 2195.27
400 2639.99
600 2555.47
800 2821.76
1000 2709.49
1200 2459.56
1400 2192.77
1600 2459.45
1800 2227.51
2000 2241.15
2200 2761.27
2400 2866.12
2600 2314.46
2800 2790.08
3000 2362.81
3200 2751.05
3400 2515.47
3600 2534.49
3800 2782.27
4000 2327.94
4200 2631.34
4400 2705.45
4600 2648.76
4800 2556.75
5000 2165.26
5200 2257.32
5400 2392.97
5600 2257.88
5800 1989.91
6000 2410.66
6200 2629.5
6400 2279.24
6600 2108.61
6800 2801.38
7000 2599.45
7200 2425.35
7400 2131.43
7600 2304.93
7800 2406.54
8000 2487.34
8200 2329.97
8400 2668.06
8600 2432.64
8800 2149.66
9000 2659.88
9200 2769.96
9400 2740.38
9600 2325.29
9800 2233.51
10000 2158.97
10200 2266.17
10400 2606.69
10600 2768.93
10800 2398.78
11000 2230.61
11200 2230.56
11400 2187.8
11600 2795.28
11800 2659.26
12000 2530.41
12200 2622.24
12400 2687.23
12600 2549.62
12800 2158.33
13000 2653.62
13200 2364.6
13400 2039.76
13600 2686.42
13800 2416.85
14000 2350.21
14200 2764.68
14400 2547.24
14600 2238.96
14800 2372.93
15000 2310.17
15200 2522.68
15400 2077.4
15600 2231.4
15800 2040.67
16000 2812.27
16200 2630.96
16400 1995.48
16600 2662.7
16800 2596.87
17000 2272.54
17200 2531.68
17400 2758.92
17600 2533.25
17800 2532.16
18000 2349.39
18200 2246.66
18400 2558.94
18600 2611.95
18800 2296.52
19000 2449.04
19200 2201.39
19400 2521.81
19600 2390.7
19800 2282.37
20000 2601.93
