# Time-averaged data for fix myat1
# TimeStep v_Epot
0 -22.1086
200 -17.2822
400 -17.6584
600 -17.5601
800 -17.2938
1000 -18.596
1200 -17.5574
1400 -18.2276
1600 -16.4876
1800 -18.0096
2000 -17.635
2200 -17.8427
2400 -16.585
2600 -16.5081
2800 -17.1382
3000 -17.0293
3200 -15.9822
3400 -15.3085
3600 -16.7392
3800 -17.9473
4000 -17.1759
4200 -17.0395
4400 -18.2697
4600 -16.5299
4800 -15.4169
5000 -16.1975
5200 -18.0543
5400 -16.367
5600 -16.2578
5800 -18.8072
6000 -18.2574
6200 -18.4411
6400 -17.7201
6600 -16.6969
6800 -17.9876
7000 -16.7968
7200 -17.3971
7400 -17.2241
7600 -17.5036
7800 -17.8717
8000 -17.6135
8200 -17.1529
8400 -17.1589
8600 -16.5875
8800 -17.5377
9000 -18.5821
9200 -17.9763
9400 -17.6336
9600 -15.8165
9800 -16.842
10000 -17.4978
10200 -16.4819
10400 -15.9288
10600 -17.8707
10800 -17.5438
11000 -18.2462
11200 -18.6746
11400 -16.9226
11600 -16.6971
11800 -17.2715
12000 -17.5153
12200 -16.1753
12400 -17.3558
12600 -16.1977
12800 -18.1968
13000 -18.0925
13200 -16.7426
13400 -17.3614
13600 -17.5383
13800 -17.4769
14000 -15.2589
14200 -17.7925
14400 -17.2286
14600 -16.7364
14800 -17.0779
15000 -18.0269
15200 -16.7902
15400 -16.8985
15600 -17.9575
15800 -17.3656
16000 -17.0707
16200 -17.2841
16400 -14.5253
16600 -17.6337
16800 -17.0057
17000 -16.8134
17200 -18.3423
17400 -16.3632
17600 -17.1518
17800 -16.5561
18000 -16.7088
18200 -17.3057
18400 -16.7176
18600 -16.8484
18800 -18.2629
19000 -17.9918
19200 -15.4616
19400 -17.839
19600 -18.7312
19800 -17.667
20000 -18.1105
