# Time-averaged data for fix myat6
# TimeStep v_pressure
0 -180.789
200 399.243
400 367.111
600 275.784
800 406.693
1000 180.896
1200 382.776
1400 264.018
1600 546.688
1800 311.32
2000 330.384
2200 327.165
2400 587.684
2600 523.862
2800 413.879
3000 410.148
3200 559.37
3400 738.516
3600 440.564
3800 407.976
4000 392.07
4200 393.369
4400 283.447
4600 446.303
4800 575.551
5000 512.168
5200 191.831
5400 517.7
5600 483.476
5800 205.419
6000 174.743
6200 352.751
6400 229.424
6600 497.344
6800 372.697
7000 470.617
7200 372.084
7400 452.466
7600 338.089
7800 364.067
8000 428.306
8200 422.167
8400 377.495
8600 453.833
8800 323.934
9000 146.217
9200 297.998
9400 333.887
9600 645.304
9800 382.138
10000 282.543
10200 480.014
10400 551.254
10600 315.458
10800 296.594
11000 329.164
11200 165.445
11400 406.061
11600 459.822
11800 422.804
12000 227.426
12200 480.622
12400 434.802
12600 580.571
12800 233.429
13000 285.449
13200 595.445
13400 256.695
13600 280.417
13800 375.513
14000 666.599
14200 387.022
14400 292.834
14600 449.974
14800 288.69
15000 281.241
15200 497.204
15400 402.445
15600 194.953
15800 442.206
16000 378.465
16200 386.211
16400 881.226
16600 336.079
16800 542.144
17000 398.377
17200 238.056
17400 544.837
17600 335.044
17800 419.637
18000 451.692
18200 314.349
18400 420.045
18600 443.693
18800 294.773
19000 179.067
19200 642.588
19400 290.988
19600 156.981
19800 253.8
20000 279.911
