# Time-averaged data for fix myat3
# TimeStep v_Etot
0 -7.40863
200 -3.94192
400 -2.61308
600 -2.27936
800 -2.266
1000 -2.73451
1200 -2.66087
1400 -2.52137
1600 -2.75562
1800 -2.45148
2000 -2.89143
2200 -2.8432
2400 -2.87946
2600 -3.07541
2800 -2.65306
3000 -2.17853
3200 -2.20082
3400 -1.96574
3600 -2.37611
3800 -2.7565
4000 -2.76808
4200 -2.31207
4400 -2.69993
4600 -2.54096
4800 -2.42016
5000 -2.69266
5200 -2.37911
5400 -1.87421
5600 -2.45628
5800 -2.84605
6000 -2.78093
6200 -3.39124
6400 -2.41509
6600 -2.29909
6800 -2.37317
7000 -2.83229
7200 -2.46426
7400 -2.44936
7600 -2.61361
7800 -2.92447
8000 -2.81585
8200 -2.66595
8400 -2.52285
8600 -2.3037
8800 -2.61619
9000 -2.78176
9200 -2.87634
9400 -2.88226
9600 -2.47508
9800 -2.5676
10000 -2.47266
10200 -2.36769
10400 -2.37929
10600 -2.83582
10800 -2.2881
11000 -2.35321
11200 -2.63782
11400 -2.76822
11600 -2.62755
11800 -1.93042
12000 -2.70273
12200 -2.62422
12400 -2.61992
12600 -2.48193
12800 -2.6447
13000 -2.14436
13200 -2.59801
13400 -3.089
13600 -2.41319
13800 -2.07449
14000 -2.29709
14200 -2.34892
14400 -2.20699
14600 -2.07918
14800 -2.56195
15000 -2.82611
15200 -2.39494
15400 -1.87154
15600 -2.43603
15800 -2.90903
16000 -2.40558
16200 -2.39599
16400 -2.36606
16600 -2.49761
16800 -2.59711
17000 -2.28512
17200 -2.25847
17400 -1.98682
17600 -2.25428
17800 -2.40616
18000 -1.81808
18200 -2.32699
18400 -1.96296
18600 -2.80303
18800 -3.00281
19000 -2.72417
19200 -2.47072
19400 -2.21033
19600 -2.83749
19800 -2.817
20000 -2.40804
