# Time-averaged data for fix myat7
# TimeStep v_temperature
0 100.644
200 94.4429
400 101.188
600 112.836
800 105.842
1000 102.826
1200 101.817
1400 105.175
1600 95.5496
1800 95.0936
2000 98.0268
2200 98.6445
2400 107.821
2600 107.268
2800 99.1168
3000 85.5338
3200 98.7106
3400 93.7687
3600 96.7952
3800 107.321
4000 103.077
4200 94.8714
4400 112.264
4600 102.856
4800 97.9998
5000 106.527
5200 108.419
5400 98.4702
5600 90.8477
5800 108.154
6000 104.673
6200 112.234
6400 102.394
6600 91.3727
6800 106.002
7000 98.9149
7200 94.6508
7400 103.697
7600 108.969
7800 100.899
8000 96.8175
8200 100.222
8400 93.5722
8600 104.163
8800 96.0674
9000 96.4117
9200 97.1322
9400 99.5031
9600 105.009
9800 102.705
10000 94.0786
10200 98.276
10400 101.097
10600 103.15
10800 98.6372
11000 91.7694
11200 99.871
11400 100.521
11600 89.4369
11800 99.0265
12000 101.271
12200 102.247
12400 105.062
12600 107.968
12800 98.0099
13000 97.2402
13200 103.757
13400 99.9071
13600 94.8986
13800 97.477
14000 96.5223
14200 105.678
14400 98.7762
14600 105.689
14800 93.5819
15000 107.178
15200 94.8566
15400 104.381
15600 104.628
15800 99.8614
16000 96.0042
16200 105.754
16400 86.3068
16600 103.071
16800 107.236
17000 110.744
17200 98.9145
17400 98.9523
17600 105.254
17800 96.1704
18000 98.2371
18200 101.063
18400 104.507
18600 97.3191
18800 90.2523
19000 95.3781
19200 93.9652
19400 111.243
19600 97.5633
19800 102.993
20000 88.0248
