# Time-averaged data for fix myat1
# TimeStep v_Epot
0 -25.039
200 -21.0582
400 -21.1216
600 -21.7967
800 -21.247
1000 -20.5374
1200 -20.0709
1400 -20.0389
1600 -19.384
1800 -19.5106
2000 -19.4179
2200 -19.9944
2400 -21.1077
2600 -20.7724
2800 -20.6153
3000 -17.6844
3200 -19.6203
3400 -19.0746
3600 -19.0736
3800 -20.6842
4000 -20.202
4200 -18.9542
4400 -21.8145
4600 -20.9885
4800 -19.9215
5000 -20.7491
5200 -21.2861
5400 -19.0688
5600 -17.9151
5800 -20.6666
6000 -21.0326
6200 -21.6031
6400 -20.0428
6600 -18.2155
6800 -21.0209
7000 -19.5177
7200 -19.2559
7400 -20.9726
7600 -21.4024
7800 -20.0355
8000 -19.3406
8200 -19.57
8400 -18.8013
8600 -20.6097
8800 -19.2996
9000 -19.5396
9200 -19.5139
9400 -20.0998
9600 -20.1599
9800 -19.5998
10000 -19.2905
10200 -19.3754
10400 -19.6696
10600 -20.0064
10800 -19.6555
11000 -18.4148
11200 -19.7641
11400 -19.9395
11600 -18.4613
11800 -19.8769
12000 -20.551
12200 -20.5047
12400 -20.7712
12600 -21.5905
12800 -20.0934
13000 -18.7435
13200 -20.0837
13400 -19.4532
13600 -19.0117
13800 -19.3643
14000 -19.7322
14200 -20.8284
14400 -20.5373
14600 -21.2123
14800 -19.4218
15000 -21.1771
15200 -19.4046
15400 -20.2701
15600 -20.3582
15800 -19.5015
16000 -19.2924
16200 -20.8025
16400 -17.6967
16600 -20.5724
16800 -20.7811
17000 -21.3966
17200 -20.0509
17400 -19.4991
17600 -20.4319
17800 -19.1761
18000 -19.6982
18200 -19.7141
18400 -20.3149
18600 -19.6456
18800 -18.0681
19000 -19.3756
19200 -18.7255
19400 -21.2896
19600 -19.1675
19800 -19.8792
20000 -17.9889
