# Time-averaged data for fix myat2
# TimeStep v_Ekin
0 14.7
200 13.7943
400 14.7795
600 16.4808
800 15.4593
1000 15.0187
1200 14.8714
1400 15.3618
1600 13.9559
1800 13.8893
2000 14.3178
2200 14.408
2400 15.7483
2600 15.6675
2800 14.477
3000 12.493
3200 14.4176
3400 13.6958
3600 14.1379
3800 15.6753
4000 15.0554
4200 13.8569
4400 16.3972
4600 15.0232
4800 14.3138
5000 15.5593
5200 15.8356
5400 14.3825
5600 13.2692
5800 15.7969
6000 15.2886
6200 16.3929
6400 14.9557
6600 13.3459
6800 15.4827
7000 14.4475
7200 13.8247
7400 15.1459
7600 15.916
7800 14.7373
8000 14.1411
8200 14.6384
8400 13.6671
8600 15.214
8800 14.0316
9000 14.0819
9200 14.1871
9400 14.5334
9600 15.3376
9800 15.001
10000 13.7411
10200 14.3542
10400 14.7662
10600 15.0661
10800 14.4069
11000 13.4038
11200 14.5871
11400 14.6821
11600 13.0631
11800 14.4638
12000 14.7916
12200 14.9342
12400 15.3453
12600 15.7698
12800 14.3153
13000 14.2029
13200 15.1546
13400 14.5924
13600 13.8609
13800 14.2375
14000 14.098
14200 15.4353
14400 14.4272
14600 15.4369
14800 13.6686
15000 15.6544
15200 13.8547
15400 15.2459
15600 15.2819
15800 14.5857
16000 14.0223
16200 15.4464
16400 12.6059
16600 15.0544
16800 15.6629
17000 16.1753
17200 14.4474
17400 14.4529
17600 15.3733
17800 14.0466
18000 14.3485
18200 14.7613
18400 15.2642
18600 14.2144
18800 13.1822
19000 13.9309
19200 13.7245
19400 16.2482
19600 14.2501
19800 15.0431
20000 12.8569
