# Time-averaged data for fix myat3
# TimeStep v_Etot
0 -10.339
200 -7.26385
400 -6.34207
600 -5.31585
800 -5.78772
1000 -5.51861
1200 -5.19958
1400 -4.67709
1600 -5.42809
1800 -5.62126
2000 -5.10013
2200 -5.58637
2400 -5.35947
2600 -5.10492
2800 -6.13832
3000 -5.19135
3200 -5.20271
3400 -5.37875
3600 -4.93572
3800 -5.00887
4000 -5.14669
4200 -5.09727
4400 -5.41733
4600 -5.96535
4800 -5.60768
5000 -5.18984
5200 -5.45052
5400 -4.68629
5600 -4.64591
5800 -4.86975
6000 -5.74406
6200 -5.21022
6400 -5.08705
6600 -4.86958
6800 -5.53823
7000 -5.07018
7200 -5.43126
7400 -5.82666
7600 -5.48641
7800 -5.29816
8000 -5.19944
8200 -4.93159
8400 -5.13422
8600 -5.39566
8800 -5.26801
9000 -5.4577
9200 -5.32681
9400 -5.5664
9600 -4.8223
9800 -4.59873
10000 -5.54936
10200 -5.02121
10400 -4.90348
10600 -4.94026
10800 -5.24858
11000 -5.01096
11200 -5.17701
11400 -5.25745
11600 -5.39812
11800 -5.41316
12000 -5.75939
12200 -5.57045
12400 -5.4259
12600 -5.82063
12800 -5.77812
13000 -4.54058
13200 -4.92903
13400 -4.8608
13600 -5.15079
13800 -5.12681
14000 -5.63416
14200 -5.39309
14400 -6.11012
14600 -5.77536
14800 -5.75328
15000 -5.52269
15200 -5.54991
15400 -5.02423
15600 -5.07637
15800 -4.91577
16000 -5.27006
16200 -5.35607
16400 -5.09078
16600 -5.51797
16800 -5.11814
17000 -5.2213
17200 -5.60345
17400 -5.04617
17600 -5.05859
17800 -5.12945
18000 -5.34977
18200 -4.95281
18400 -5.05065
18600 -5.43117
18800 -4.88589
19000 -5.44469
19200 -5.00098
19400 -5.04143
19600 -4.91744
19800 -4.8361
20000 -5.13203
