# Time-averaged data for fix myat9
# TimeStep v_density
0 0.0264501
200 0.0264501
400 0.0264501
600 0.0264501
800 0.0264501
1000 0.0264501
1200 0.0264501
1400 0.0264501
1600 0.0264501
1800 0.0264501
2000 0.0264501
2200 0.0264501
2400 0.0264501
2600 0.0264501
2800 0.0264501
3000 0.0264501
3200 0.0264501
3400 0.0264501
3600 0.0264501
3800 0.0264501
4000 0.0264501
4200 0.0264501
4400 0.0264501
4600 0.0264501
4800 0.0264501
5000 0.0264501
5200 0.0264501
5400 0.0264501
5600 0.0264501
5800 0.0264501
6000 0.0264501
6200 0.0264501
6400 0.0264501
6600 0.0264501
6800 0.0264501
7000 0.0264501
7200 0.0264501
7400 0.0264501
7600 0.0264501
7800 0.0264501
8000 0.0264501
8200 0.0264501
8400 0.0264501
8600 0.0264501
8800 0.0264501
9000 0.0264501
9200 0.0264501
9400 0.0264501
9600 0.0264501
9800 0.0264501
10000 0.0264501
10200 0.0264501
10400 0.0264501
10600 0.0264501
10800 0.0264501
11000 0.0264501
11200 0.0264501
11400 0.0264501
11600 0.0264501
11800 0.0264501
12000 0.0264501
12200 0.0264501
12400 0.0264501
12600 0.0264501
12800 0.0264501
13000 0.0264501
13200 0.0264501
13400 0.0264501
13600 0.0264501
13800 0.0264501
14000 0.0264501
14200 0.0264501
14400 0.0264501
14600 0.0264501
14800 0.0264501
15000 0.0264501
15200 0.0264501
15400 0.0264501
15600 0.0264501
15800 0.0264501
16000 0.0264501
16200 0.0264501
16400 0.0264501
16600 0.0264501
16800 0.0264501
17000 0.0264501
17200 0.0264501
17400 0.0264501
17600 0.0264501
17800 0.0264501
18000 0.0264501
18200 0.0264501
18400 0.0264501
18600 0.0264501
18800 0.0264501
19000 0.0264501
19200 0.0264501
19400 0.0264501
19600 0.0264501
19800 0.0264501
20000 0.0264501
