# Time-averaged data for fix myat2
# TimeStep v_Ekin
0 14.7
200 14.119
400 13.6141
600 15.0447
800 14.306
1000 14.7697
1200 15.4025
1400 14.2587
1600 15.085
1800 15.1369
2000 15.1948
2200 15.5431
2400 14.8417
2600 15.3268
2800 15.522
3000 13.5447
3200 16.0393
3400 14.9114
3600 14.3443
3800 15.3573
4000 15.3439
4200 14.8968
4400 14.2996
4600 14.6482
4800 13.8918
5000 14.1069
5200 14.3902
5400 14.7453
5600 15.5916
5800 15.3178
6000 15.1517
6200 13.7986
6400 15.1345
6600 14.8988
6800 15.5989
7000 15.2022
7200 14.742
7400 14.9814
7600 15.78
7800 15.0584
8000 14.9895
8200 14.834
8400 15.7132
8600 14.6018
8800 13.8388
9000 14.253
9200 15.5393
9400 15.0695
9600 14.9233
9800 14.1418
10000 13.4336
10200 14.335
10400 14.4442
10600 15.1983
10800 14.3608
11000 14.5811
11200 12.7225
11400 13.9548
11600 14.3744
11800 14.8107
12000 15.0676
12200 15.5331
12400 14.8251
12600 15.5066
12800 14.9145
13000 14.579
13200 14.9279
13400 15.2291
13600 14.7957
13800 14.2104
14000 14.2974
14200 14.8382
14400 14.9236
14600 14.9827
14800 14.2645
15000 15.2236
15200 13.5443
15400 14.6279
15600 14.5817
15800 14.4759
16000 14.5071
16200 14.9595
16400 13.9887
16600 14.1815
16800 14.6997
17000 13.995
17200 14.8155
17400 14.9513
17600 14.5986
17800 15.0421
18000 14.5173
18200 14.8944
18400 14.4528
18600 14.531
18800 15.5834
19000 15.1944
19200 15.0587
19400 14.8991
19600 14.3257
19800 14.6318
20000 14.8833
