# Time-averaged data for fix myat9
# TimeStep v_density
0 0.0375142
200 0.0375142
400 0.0375142
600 0.0375142
800 0.0375142
1000 0.0375142
1200 0.0375142
1400 0.0375142
1600 0.0375142
1800 0.0375142
2000 0.0375142
2200 0.0375142
2400 0.0375142
2600 0.0375142
2800 0.0375142
3000 0.0375142
3200 0.0375142
3400 0.0375142
3600 0.0375142
3800 0.0375142
4000 0.0375142
4200 0.0375142
4400 0.0375142
4600 0.0375142
4800 0.0375142
5000 0.0375142
5200 0.0375142
5400 0.0375142
5600 0.0375142
5800 0.0375142
6000 0.0375142
6200 0.0375142
6400 0.0375142
6600 0.0375142
6800 0.0375142
7000 0.0375142
7200 0.0375142
7400 0.0375142
7600 0.0375142
7800 0.0375142
8000 0.0375142
8200 0.0375142
8400 0.0375142
8600 0.0375142
8800 0.0375142
9000 0.0375142
9200 0.0375142
9400 0.0375142
9600 0.0375142
9800 0.0375142
10000 0.0375142
10200 0.0375142
10400 0.0375142
10600 0.0375142
10800 0.0375142
11000 0.0375142
11200 0.0375142
11400 0.0375142
11600 0.0375142
11800 0.0375142
12000 0.0375142
12200 0.0375142
12400 0.0375142
12600 0.0375142
12800 0.0375142
13000 0.0375142
13200 0.0375142
13400 0.0375142
13600 0.0375142
13800 0.0375142
14000 0.0375142
14200 0.0375142
14400 0.0375142
14600 0.0375142
14800 0.0375142
15000 0.0375142
15200 0.0375142
15400 0.0375142
15600 0.0375142
15800 0.0375142
16000 0.0375142
16200 0.0375142
16400 0.0375142
16600 0.0375142
16800 0.0375142
17000 0.0375142
17200 0.0375142
17400 0.0375142
17600 0.0375142
17800 0.0375142
18000 0.0375142
18200 0.0375142
18400 0.0375142
18600 0.0375142
18800 0.0375142
19000 0.0375142
19200 0.0375142
19400 0.0375142
19600 0.0375142
19800 0.0375142
20000 0.0375142
