# Time-averaged data for fix myat5
# TimeStep v_Evdwl
0 -23.3518
200 -18.8446
400 -17.6827
600 -17.2522
800 -17.4936
1000 -18.6835
1200 -18.8301
1400 -18.8834
1600 -17.477
1800 -18.168
2000 -17.9644
2200 -18.4137
2400 -19.558
2600 -18.4062
2800 -19.3513
3000 -17.841
3200 -18.7746
3400 -17.2953
3600 -18.0349
3800 -18.7917
4000 -18.5485
4200 -17.4369
4400 -18.8578
4600 -18.4608
4800 -18.6121
5000 -19.5281
5200 -16.6956
5400 -17.5518
5600 -20.3226
5800 -18.4137
6000 -18.3652
6200 -16.8533
6400 -17.9874
6600 -17.9939
6800 -19.3007
7000 -16.8356
7200 -17.9099
7400 -17.5801
7600 -18.5877
7800 -18.1839
8000 -18.9212
8200 -18.667
8400 -18.9555
8600 -18.8342
8800 -18.2751
9000 -18.1937
9200 -18.4877
9400 -17.6573
9600 -18.1809
9800 -18.3012
10000 -18.1569
10200 -18.7502
10400 -16.9963
10600 -17.0996
10800 -18.3358
11000 -19.5715
11200 -17.5618
11400 -17.1824
11600 -18.7113
11800 -19.4271
12000 -17.0644
12200 -19.3549
12400 -17.9723
12600 -17.4202
12800 -18.0314
13000 -17.1197
13200 -18.4488
13400 -17.8197
13600 -17.7685
13800 -18.9452
14000 -18.5064
14200 -18.9585
14400 -19.4392
14600 -18.7434
14800 -17.8117
15000 -18.7641
15200 -16.6889
15400 -18.9425
15600 -18.4139
15800 -17.9264
16000 -19.8426
16200 -17.4834
16400 -17.9433
16600 -19.6225
16800 -20.231
17000 -18.1926
17200 -17.0736
17400 -18.8556
17600 -19.7799
17800 -18.4609
18000 -18.2751
18200 -16.7636
18400 -18.748
18600 -17.8053
18800 -19.0285
19000 -18.6421
19200 -18.366
19400 -18.8002
19600 -17.4227
19800 -17.3567
20000 -18.7316
