# Time-averaged data for fix myat8
# TimeStep v_volume
0 2213.26
200 2213.26
400 2213.26
600 2213.26
800 2213.26
1000 2213.26
1200 2213.26
1400 2213.26
1600 2213.26
1800 2213.26
2000 2213.26
2200 2213.26
2400 2213.26
2600 2213.26
2800 2213.26
3000 2213.26
3200 2213.26
3400 2213.26
3600 2213.26
3800 2213.26
4000 2213.26
4200 2213.26
4400 2213.26
4600 2213.26
4800 2213.26
5000 2213.26
5200 2213.26
5400 2213.26
5600 2213.26
5800 2213.26
6000 2213.26
6200 2213.26
6400 2213.26
6600 2213.26
6800 2213.26
7000 2213.26
7200 2213.26
7400 2213.26
7600 2213.26
7800 2213.26
8000 2213.26
8200 2213.26
8400 2213.26
8600 2213.26
8800 2213.26
9000 2213.26
9200 2213.26
9400 2213.26
9600 2213.26
9800 2213.26
10000 2213.26
10200 2213.26
10400 2213.26
10600 2213.26
10800 2213.26
11000 2213.26
11200 2213.26
11400 2213.26
11600 2213.26
11800 2213.26
12000 2213.26
12200 2213.26
12400 2213.26
12600 2213.26
12800 2213.26
13000 2213.26
13200 2213.26
13400 2213.26
13600 2213.26
13800 2213.26
14000 2213.26
14200 2213.26
14400 2213.26
14600 2213.26
14800 2213.26
15000 2213.26
15200 2213.26
15400 2213.26
15600 2213.26
15800 2213.26
16000 2213.26
16200 2213.26
16400 2213.26
16600 2213.26
16800 2213.26
17000 2213.26
17200 2213.26
17400 2213.26
17600 2213.26
17800 2213.26
18000 2213.26
18200 2213.26
18400 2213.26
18600 2213.26
18800 2213.26
19000 2213.26
19200 2213.26
19400 2213.26
19600 2213.26
19800 2213.26
20000 2213.26
