# Time-averaged data for fix myat2
# TimeStep v_Ekin
0 14.7
200 13.9339
400 14.3934
600 13.7262
800 13.8248
1000 14.7028
1200 14.962
1400 15.1581
1600 13.8735
1800 14.6728
2000 14.1517
2200 14.8341
2400 15.3785
2600 15.0996
2800 16.2084
3000 14.2977
3200 15.5173
3400 14.0478
3600 14.991
3800 15.5818
4000 14.9042
4200 13.7002
4400 15.4526
4600 14.854
4800 14.82
5000 15.7743
5200 13.1383
5400 14.0175
5600 16.8448
5800 14.6556
6000 15.1344
6200 13.6499
6400 14.527
6600 14.8383
6800 16.1297
7000 13.6657
7200 14.9632
7400 14.0035
7600 14.7929
7800 14.9995
8000 15.069
8200 14.8326
8400 15.0409
8600 15.4595
8800 14.7562
9000 14.5642
9200 14.757
9400 13.688
9600 14.2473
9800 14.7883
10000 14.778
10200 15.0016
10400 13.6229
10600 13.6478
10800 15.1104
11000 15.8551
11200 14.1173
11400 13.844
11600 15.2412
11800 15.7162
12000 13.4081
12200 15.2125
12400 14.4126
12600 14.3997
12800 14.6288
13000 13.8834
13200 15.4463
13400 14.7243
13600 14.1074
13800 15.5432
14000 14.4841
14200 14.8202
14400 15.3244
14600 14.9827
14800 13.9795
15000 15.1395
15200 13.3906
15400 15.1217
15600 14.6865
15800 14.5464
16000 16.6147
16200 14.1576
16400 14.4773
16600 15.7491
16800 16.2432
17000 14.7989
17200 13.8897
17400 15.3803
17600 16.1186
17800 13.9327
18000 14.262
18200 13.1788
18400 15.0202
18600 14.6307
18800 15.1586
19000 15.3281
19200 14.2199
19400 15.0492
19600 13.7741
19800 14.1453
20000 15.1833
