# Time-averaged data for fix myat7
# TimeStep v_temperature
0 100.644
200 95.3984
400 98.5443
600 93.977
800 94.6521
1000 100.663
1200 102.438
1400 103.78
1600 94.9851
1800 100.457
2000 96.8898
2200 101.562
2400 105.289
2600 103.38
2800 110.971
3000 97.8896
3200 106.239
3400 96.1782
3600 102.636
3800 106.681
4000 102.042
4200 93.7984
4400 105.796
4600 101.698
4800 101.465
5000 107.999
5200 89.9514
5400 95.9714
5600 115.328
5800 100.34
6000 103.618
6200 93.454
6400 99.4593
6600 101.59
6800 110.432
7000 93.5625
7200 102.446
7400 95.8755
7600 101.28
7800 102.694
8000 103.17
8200 101.551
8400 102.978
8600 105.844
8800 101.029
9000 99.7142
9200 101.034
9400 93.715
9600 97.5445
9800 101.249
10000 101.178
10200 102.709
10400 93.2692
10600 93.4399
10800 103.453
11000 108.552
11200 96.6542
11400 94.7833
11600 104.349
11800 107.601
12000 91.7988
12200 104.153
12400 98.6761
12600 98.588
12800 100.156
13000 95.0529
13200 105.753
13400 100.81
13600 96.5866
13800 106.417
14000 99.1655
14200 101.467
14400 104.919
14600 102.579
14800 95.7107
15000 103.653
15200 91.679
15400 103.531
15600 100.552
15800 99.5922
16000 113.753
16200 96.9301
16400 99.1191
16600 107.827
16800 111.209
17000 101.321
17200 95.0962
17400 105.301
17600 110.356
17800 95.3905
18000 97.6452
18200 90.2286
18400 102.836
18600 100.169
18800 103.784
19000 104.944
19200 97.3569
19400 103.034
19600 94.3047
19800 96.8462
20000 103.953
