# Time-averaged data for fix myat3
# TimeStep v_Etot
0 -8.65181
200 -4.91071
400 -3.28937
600 -3.52599
800 -3.66871
1000 -3.98062
1200 -3.86807
1400 -3.72525
1600 -3.60353
1800 -3.49525
2000 -3.8127
2200 -3.57956
2400 -4.17946
2600 -3.30662
2800 -3.14289
3000 -3.54323
3200 -3.25735
3400 -3.24755
3600 -3.04397
3800 -3.20986
4000 -3.64421
4200 -3.73675
4400 -3.40524
4600 -3.60675
4800 -3.79212
5000 -3.75382
5200 -3.55737
5400 -3.5343
5600 -3.47781
5800 -3.75818
6000 -3.23078
6200 -3.20343
6400 -3.46043
6600 -3.15558
6800 -3.17096
7000 -3.16993
7200 -2.94669
7400 -3.57652
7600 -3.79485
7800 -3.18441
8000 -3.85222
8200 -3.83444
8400 -3.91458
8600 -3.37469
8800 -3.51892
9000 -3.62945
9200 -3.73069
9400 -3.96926
9600 -3.93359
9800 -3.51284
10000 -3.3789
10200 -3.74863
10400 -3.37341
10600 -3.45179
10800 -3.22548
11000 -3.71637
11200 -3.44448
11400 -3.33842
11600 -3.47017
11800 -3.71091
12000 -3.65626
12200 -4.1424
12400 -3.55965
12600 -3.02048
12800 -3.40255
13000 -3.23626
13200 -3.00251
13400 -3.09533
13600 -3.66108
13800 -3.40196
14000 -4.02229
14200 -4.13824
14400 -4.1148
14600 -3.76064
14800 -3.83226
15000 -3.62457
15200 -3.29827
15400 -3.82083
15600 -3.72734
15800 -3.38004
16000 -3.22791
16200 -3.32582
16400 -3.46599
16600 -3.87339
16800 -3.98786
17000 -3.39365
17200 -3.18385
17400 -3.47533
17600 -3.66133
17800 -4.52816
18000 -4.01309
18200 -3.58485
18400 -3.72778
18600 -3.17457
18800 -3.86993
19000 -3.31399
19200 -4.14606
19400 -3.75099
19600 -3.64861
19800 -3.21139
20000 -3.54832
