# Time-averaged data for fix myat6
# TimeStep v_pressure
0 6.96598
200 168.281
400 409.496
600 296.905
800 352.869
1000 289.419
1200 234.578
1400 289.31
1600 301.443
1800 318.895
2000 114.225
2200 337.672
2400 329.667
2600 197.627
2800 367.71
3000 289.184
3200 198.723
3400 195.249
3600 190.95
3800 234.37
4000 295.983
4200 32.9218
4400 254.273
4600 344.774
4800 329.139
5000 393.582
5200 277.084
5400 389.222
5600 159.485
5800 268.422
6000 182.802
6200 291.383
6400 321.928
6600 331.67
6800 269.231
7000 87.6206
7200 203.785
7400 137.65
7600 281.785
7800 251.953
8000 89.3025
8200 285.401
8400 166.186
8600 221.52
8800 280.328
9000 220.2
9200 261.097
9400 217.534
9600 200.609
9800 170.601
10000 318.06
10200 240.454
10400 209.723
10600 158.161
10800 260.125
11000 224.573
11200 258.177
11400 456.578
11600 262.891
11800 596.37
12000 115.088
12200 277.23
12400 388.937
12600 312.351
12800 291.159
13000 334.425
13200 111.314
13400 179.784
13600 236.193
13800 280.123
14000 202.059
14200 353.153
14400 190.235
14600 306.145
14800 372.118
15000 154.172
15200 120.141
15400 149.859
15600 397.027
15800 135.497
16000 278.406
16200 133.741
16400 318.615
16600 542.937
16800 200.665
17000 201.332
17200 116.767
17400 116
17600 324.735
17800 242.794
18000 354.54
18200 160.654
18400 111.028
18600 152.823
18800 123.531
19000 199.408
19200 264.382
19400 262.11
19600 286.976
19800 219.978
20000 386.384
