# Time-averaged data for fix myat8
# TimeStep v_volume
0 2871.77
200 2871.77
400 2871.77
600 2871.77
800 2871.77
1000 2871.77
1200 2871.77
1400 2871.77
1600 2871.77
1800 2871.77
2000 2871.77
2200 2871.77
2400 2871.77
2600 2871.77
2800 2871.77
3000 2871.77
3200 2871.77
3400 2871.77
3600 2871.77
3800 2871.77
4000 2871.77
4200 2871.77
4400 2871.77
4600 2871.77
4800 2871.77
5000 2871.77
5200 2871.77
5400 2871.77
5600 2871.77
5800 2871.77
6000 2871.77
6200 2871.77
6400 2871.77
6600 2871.77
6800 2871.77
7000 2871.77
7200 2871.77
7400 2871.77
7600 2871.77
7800 2871.77
8000 2871.77
8200 2871.77
8400 2871.77
8600 2871.77
8800 2871.77
9000 2871.77
9200 2871.77
9400 2871.77
9600 2871.77
9800 2871.77
10000 2871.77
10200 2871.77
10400 2871.77
10600 2871.77
10800 2871.77
11000 2871.77
11200 2871.77
11400 2871.77
11600 2871.77
11800 2871.77
12000 2871.77
12200 2871.77
12400 2871.77
12600 2871.77
12800 2871.77
13000 2871.77
13200 2871.77
13400 2871.77
13600 2871.77
13800 2871.77
14000 2871.77
14200 2871.77
14400 2871.77
14600 2871.77
14800 2871.77
15000 2871.77
15200 2871.77
15400 2871.77
15600 2871.77
15800 2871.77
16000 2871.77
16200 2871.77
16400 2871.77
16600 2871.77
16800 2871.77
17000 2871.77
17200 2871.77
17400 2871.77
17600 2871.77
17800 2871.77
18000 2871.77
18200 2871.77
18400 2871.77
18600 2871.77
18800 2871.77
19000 2871.77
19200 2871.77
19400 2871.77
19600 2871.77
19800 2871.77
20000 2871.77
