# Time-averaged data for fix myat7
# TimeStep v_temperature
0 100.644
200 96.1628
400 90.3884
600 99.4222
800 99.0003
1000 98.1288
1200 101.145
1400 100.044
1600 98.3168
1800 96.8839
2000 104.804
2200 99.976
2400 96.1368
2600 103.865
2800 99.0016
3000 101.067
3200 99.2986
3400 101.811
3600 101.644
3800 99.1641
4000 99.8243
4200 107.298
4400 98.9314
4600 99.4729
4800 100.539
5000 97.8427
5200 96.4237
5400 98.3301
5600 105.239
5800 96.7362
6000 103.574
6200 99.6836
6400 100.305
6600 97.5665
6800 99.5795
7000 108.586
7200 99.7509
7400 106.237
7600 100.922
7800 98.8377
8000 107.308
8200 96.9318
8400 103.806
8600 100.348
8800 101.452
9000 101.445
9200 101.507
9400 97.3739
9600 104.74
9800 107.372
10000 99.7649
10200 95.1357
10400 103.335
10600 103.651
10800 102.054
11000 103.892
11200 98.6171
11400 93.6923
11600 98.0622
11800 92.3198
12000 105.095
12200 98.8957
12400 89.7235
12600 100.539
12800 101.762
13000 94.6978
13200 105.828
13400 101.001
13600 100.838
13800 102.52
14000 107.304
14200 95.7876
14400 101.636
14600 96.3708
14800 98.4262
15000 97.629
15200 104.822
15400 104.058
15600 97.1066
15800 103.849
16000 100.804
16200 106.174
16400 99.8332
16600 89.5598
16800 102.117
17000 101.184
17200 107.481
17400 100.742
17600 97.7153
17800 103.05
18000 96.4424
18200 101.61
18400 104.379
18600 105.65
18800 108.4
19000 105.607
19200 104.426
19400 100.205
19600 97.2965
19800 100.239
20000 94.1259
