# Time-averaged data for fix myat5
# TimeStep v_Evdwl
0 157.017
200 -9.94263
400 -17.3329
600 -19.5505
800 -20.5534
1000 -19.9258
1200 -19.9037
1400 -21.4084
1600 -19.7276
1800 -21.1068
2000 -20.6717
2200 -21.1138
2400 -20.0562
2600 -19.848
2800 -18.8466
3000 -19.2987
3200 -20.4805
3400 -18.9759
3600 -21.0842
3800 -18.7457
4000 -21.7818
4200 -19.6291
4400 -21.3277
4600 -21.292
4800 -20.2842
5000 -20.7341
5200 -20.4213
5400 -19.9713
5600 -20.9759
5800 -19.5942
6000 -18.6823
6200 -21.4846
6400 -20.8088
6600 -19.2374
6800 -18.6817
7000 -19.4916
7200 -20.6867
7400 -20.238
7600 -20.1844
7800 -21.2078
8000 -22.5378
8200 -20.3657
8400 -21.1146
8600 -20.8023
8800 -20.6058
9000 -19.3571
9200 -20.4036
9400 -19.9135
9600 -21.2187
9800 -21.8862
10000 -20.1697
10200 -20.8111
10400 -20.5251
10600 -20.0141
10800 -18.5135
11000 -19.2859
11200 -21.4807
11400 -21.4967
11600 -21.2636
11800 -19.4618
12000 -20.716
12200 -20.5023
12400 -20.5339
12600 -21.0171
12800 -20.9422
13000 -19.2307
13200 -19.9628
13400 -20.4331
13600 -20.7025
13800 -21.8258
14000 -21.4482
14200 -20.5902
14400 -19.9938
14600 -19.5932
14800 -21.7569
15000 -19.3322
15200 -21.1612
15400 -21.743
15600 -18.7939
15800 -20.396
16000 -21.5947
16200 -19.5667
16400 -22.2046
16600 -20.7854
16800 -21.571
17000 -21.7061
17200 -21.1834
17400 -18.9935
17600 -20.2429
17800 -20.8269
18000 -19.7286
18200 -19.8992
18400 -20.8209
18600 -20.1987
18800 -18.4936
19000 -20.1917
19200 -20.5003
19400 -20.8465
19600 -20.1377
19800 -19.9968
20000 -20.4712
