# Time-averaged data for fix myat3
# TimeStep v_Etot
0 171.717
200 31.6983
400 2.64243
600 -3.44779
800 -5.00963
1000 -5.49769
1200 -5.8791
1400 -5.82221
1600 -6.06849
1800 -6.12032
2000 -5.54393
2200 -5.60088
2400 -5.70321
2600 -5.98888
2800 -5.12875
3000 -5.26014
3200 -5.81527
3400 -5.52385
3600 -5.5832
3800 -5.35445
4000 -6.04657
4200 -5.92739
4400 -6.01778
4600 -5.39641
4800 -5.52572
5000 -6.09779
5200 -5.77644
5400 -6.03878
5600 -6.14614
5800 -6.05566
6000 -5.36784
6200 -5.84273
6400 -5.93622
6600 -5.92728
6800 -5.27101
7000 -5.63084
7200 -5.19714
7400 -5.28312
7600 -5.50104
7800 -5.54973
8000 -5.83184
8200 -5.95635
8400 -6.05444
8600 -5.79963
8800 -5.21818
9000 -5.42503
9200 -5.27852
9400 -5.50072
9600 -6.22274
9800 -5.45635
10000 -5.63801
10200 -5.47211
10400 -5.88635
10600 -5.83619
10800 -5.33462
11000 -5.97457
11200 -5.57626
11400 -5.81272
11600 -5.79564
11800 -5.32302
12000 -5.67167
12200 -5.69204
12400 -6.06038
12600 -5.61568
12800 -5.75902
13000 -5.39885
13200 -6.04675
13400 -5.79465
13600 -5.87452
13800 -6.0369
14000 -6.24092
14200 -5.76879
14400 -6.01877
14600 -5.27416
14800 -5.35974
15000 -5.89952
15200 -5.54007
15400 -6.06691
15600 -5.83644
15800 -5.97315
16000 -5.95523
16200 -5.64414
16400 -6.17929
16600 -5.77952
16800 -5.86517
17000 -6.30941
17200 -5.96288
17400 -6.15522
17600 -5.71436
17800 -5.91159
18000 -5.43025
18200 -5.58259
18400 -5.41121
18600 -5.47194
18800 -5.70879
19000 -5.615
19200 -5.64999
19400 -6.07632
19600 -5.58242
19800 -5.667
20000 -5.869
