# Time-averaged data for fix myat2
# TimeStep v_Ekin
0 14.7
200 41.641
400 19.9753
600 16.1027
800 15.5438
1000 14.4281
1200 14.0246
1400 15.5862
1600 13.6591
1800 14.9865
2000 15.1278
2200 15.5129
2400 14.353
2600 13.8591
2800 13.7178
3000 14.0386
3200 14.6653
3400 13.4521
3600 15.501
3800 13.3912
4000 15.7352
4200 13.7017
4400 15.31
4600 15.8956
4800 14.7585
5000 14.6363
5200 14.6449
5400 13.9325
5600 14.8298
5800 13.5385
6000 13.3144
6200 15.6418
6400 14.8726
6600 13.3101
6800 13.4106
7000 13.8608
7200 15.4896
7400 14.9549
7600 14.6834
7800 15.6581
8000 16.706
8200 14.4094
8400 15.0602
8600 15.0027
8800 15.3877
9000 13.9321
9200 15.1251
9400 14.4127
9600 14.996
9800 16.4299
10000 14.5317
10200 15.339
10400 14.6387
10600 14.1779
10800 13.1789
11000 13.3113
11200 15.9044
11400 15.684
11600 15.468
11800 14.1388
12000 15.0443
12200 14.8102
12400 14.4735
12600 15.4014
12800 15.1832
13000 13.8319
13200 13.916
13400 14.6384
13600 14.828
13800 15.7889
14000 15.2073
14200 14.8214
14400 13.975
14600 14.319
14800 16.3972
15000 13.4327
15200 15.6212
15400 15.6761
15600 12.9574
15800 14.4228
16000 15.6395
16200 13.9225
16400 16.0253
16600 15.0058
16800 15.7059
17000 15.3966
17200 15.2205
17400 12.8383
17600 14.5286
17800 14.9153
18000 14.2983
18200 14.3166
18400 15.4097
18600 14.7268
18800 12.7848
19000 14.5767
19200 14.8503
19400 14.7702
19600 14.5553
19800 14.3298
20000 14.6022
