# Time-averaged data for fix myat9
# TimeStep v_density
0 0.0424293
200 0.0424293
400 0.0424293
600 0.0424293
800 0.0424293
1000 0.0424293
1200 0.0424293
1400 0.0424293
1600 0.0424293
1800 0.0424293
2000 0.0424293
2200 0.0424293
2400 0.0424293
2600 0.0424293
2800 0.0424293
3000 0.0424293
3200 0.0424293
3400 0.0424293
3600 0.0424293
3800 0.0424293
4000 0.0424293
4200 0.0424293
4400 0.0424293
4600 0.0424293
4800 0.0424293
5000 0.0424293
5200 0.0424293
5400 0.0424293
5600 0.0424293
5800 0.0424293
6000 0.0424293
6200 0.0424293
6400 0.0424293
6600 0.0424293
6800 0.0424293
7000 0.0424293
7200 0.0424293
7400 0.0424293
7600 0.0424293
7800 0.0424293
8000 0.0424293
8200 0.0424293
8400 0.0424293
8600 0.0424293
8800 0.0424293
9000 0.0424293
9200 0.0424293
9400 0.0424293
9600 0.0424293
9800 0.0424293
10000 0.0424293
10200 0.0424293
10400 0.0424293
10600 0.0424293
10800 0.0424293
11000 0.0424293
11200 0.0424293
11400 0.0424293
11600 0.0424293
11800 0.0424293
12000 0.0424293
12200 0.0424293
12400 0.0424293
12600 0.0424293
12800 0.0424293
13000 0.0424293
13200 0.0424293
13400 0.0424293
13600 0.0424293
13800 0.0424293
14000 0.0424293
14200 0.0424293
14400 0.0424293
14600 0.0424293
14800 0.0424293
15000 0.0424293
15200 0.0424293
15400 0.0424293
15600 0.0424293
15800 0.0424293
16000 0.0424293
16200 0.0424293
16400 0.0424293
16600 0.0424293
16800 0.0424293
17000 0.0424293
17200 0.0424293
17400 0.0424293
17600 0.0424293
17800 0.0424293
18000 0.0424293
18200 0.0424293
18400 0.0424293
18600 0.0424293
18800 0.0424293
19000 0.0424293
19200 0.0424293
19400 0.0424293
19600 0.0424293
19800 0.0424293
20000 0.0424293
