# Time-averaged data for fix myat7
# TimeStep v_temperature
0 100.644
200 285.096
400 136.761
600 110.248
800 106.421
1000 98.7824
1200 96.0198
1400 106.711
1600 93.5174
1800 102.605
2000 103.573
2200 106.209
2400 98.2683
2600 94.8869
2800 93.9195
3000 96.1154
3200 100.406
3400 92.0997
3600 106.128
3800 91.6832
4000 107.731
4200 93.8092
4400 104.82
4600 108.829
4800 101.044
5000 100.208
5200 100.267
5400 95.3891
5600 101.532
5800 92.6917
6000 91.1575
6200 107.092
6400 101.825
6600 91.1281
6800 91.8162
7000 94.898
7200 106.05
7400 102.389
7600 100.53
7800 107.203
8000 114.378
8200 98.6541
8400 103.11
8600 102.716
8800 105.352
9000 95.386
9200 103.554
9400 98.6771
9600 102.67
9800 112.488
10000 99.4912
10200 105.018
10400 100.224
10600 97.0694
10800 90.2297
11000 91.136
11200 108.89
11400 107.381
11600 105.902
11800 96.8014
12000 103.001
12200 101.398
12400 99.0933
12600 105.446
12800 103.952
13000 94.7001
13200 95.2764
13400 100.222
13600 101.52
13800 108.099
14000 104.117
14200 101.475
14400 95.6802
14600 98.0355
14800 112.263
15000 91.9672
15200 106.951
15400 107.327
15600 88.7133
15800 98.746
16000 107.076
16200 95.3209
16400 109.717
16600 102.738
16800 107.53
17000 105.413
17200 104.208
17400 87.8976
17600 99.4701
17800 102.118
18000 97.8936
18200 98.0191
18400 105.503
18600 100.827
18800 87.5312
19000 99.7995
19200 101.673
19400 101.124
19600 99.6532
19800 98.109
20000 99.974
