# Time-averaged data for fix myat7
# TimeStep v_temperature
0 100.644
200 87.9767
400 93.0667
600 100.801
800 96.6597
1000 103.368
1200 103.207
1400 95.0984
1600 91.4822
1800 104.113
2000 102.037
2200 93.332
2400 99.6584
2600 97.7527
2800 99.8046
3000 104.24
3200 95.6043
3400 98.7112
3600 93.6577
3800 100.526
4000 97.4512
4200 101.779
4400 102.596
4600 100.237
4800 101.398
5000 104.472
5200 100.418
5400 101.721
5600 103.057
5800 99.0531
6000 101.668
6200 101.337
6400 99.6137
6600 92.7096
6800 101.119
7000 100.437
7200 100.887
7400 96.9694
7600 102.586
7800 101.531
8000 100.461
8200 97.002
8400 91.0912
8600 98.9944
8800 104.698
9000 102.499
9200 102.361
9400 104.279
9600 105.141
9800 91.6989
10000 99.9953
10200 100.615
10400 101.274
10600 97.4305
10800 96.1101
11000 98.9403
11200 98.7485
11400 104.29
11600 106.403
11800 103.316
12000 106.992
12200 99.8662
12400 101.633
12600 94.2972
12800 101.56
13000 103.436
13200 101.05
13400 101.815
13600 104.645
13800 95.2001
14000 100.79
14200 102.193
14400 97.8008
14600 103.118
14800 102.441
15000 101.151
15200 107.07
15400 103.386
15600 97.4741
15800 102.7
16000 101.476
16200 101.584
16400 100.389
16600 99.795
16800 103.541
17000 101.747
17200 99.1192
17400 102.115
17600 103.561
17800 101.527
18000 104.037
18200 103.759
18400 97.3842
18600 86.981
18800 102.677
19000 100.518
19200 97.2774
19400 101.339
19600 102.91
19800 100.804
20000 101.876
