# Time-averaged data for fix myat5
# TimeStep v_Evdwl
0 -16.3532
200 -10.5536
400 -9.40198
600 -10.2373
800 -9.61342
1000 -10.5327
1200 -10.7951
1400 -9.11237
1600 -8.03292
1800 -10.5198
2000 -11.0178
2200 -9.54869
2400 -9.65825
2600 -9.2592
2800 -9.67341
3000 -10.1643
3200 -9.22091
3400 -9.47126
3600 -9.00974
3800 -10.4175
4000 -9.58619
4200 -10.0759
4400 -10.0914
4600 -9.98675
4800 -10.3967
5000 -10.938
5200 -10.4015
5400 -10.4259
5600 -10.7478
5800 -10.6314
6000 -10.8163
6200 -10.1807
6400 -10.4424
6600 -9.99673
6800 -10.5535
7000 -10.2545
7200 -10.0574
7400 -9.45062
7600 -10.0996
7800 -10.2965
8000 -10.4012
8200 -9.61261
8400 -7.86823
8600 -8.79429
8800 -10.111
9000 -9.80011
9200 -9.40603
9400 -10.5662
9600 -10.8034
9800 -8.86647
10000 -9.72264
10200 -10.0756
10400 -10.0336
10600 -9.59059
10800 -8.64841
11000 -9.53868
11200 -9.6269
11400 -10.67
11600 -11.0641
11800 -10.0071
12000 -11.0697
12200 -10.5878
12400 -10.4297
12600 -9.16422
12800 -9.91677
13000 -10.1849
13200 -9.97402
13400 -10.0496
13600 -11.2254
13800 -9.94314
14000 -10.2085
14200 -10.2197
14400 -9.85281
14600 -10.2472
14800 -10.1884
15000 -10.1375
15200 -10.7958
15400 -10.7418
15600 -9.51315
15800 -10.526
16000 -10.7983
16200 -10.468
16400 -10.2257
16600 -9.57348
16800 -10.3231
17000 -10.5063
17200 -9.88331
17400 -9.95325
17600 -10.601
17800 -10.0613
18000 -9.99043
18200 -10.9187
18400 -9.92463
18600 -8.10188
18800 -9.94666
19000 -9.42734
19200 -8.87262
19400 -9.66319
19600 -10.1816
19800 -10.0247
20000 -10.1147
