# Time-averaged data for fix myat3
# TimeStep v_Etot
0 -1.65319
200 2.29623
400 4.19131
600 4.48555
800 4.50466
1000 4.5652
1200 4.27937
1400 4.77768
1600 5.32894
1800 4.68694
2000 3.88567
2200 4.08335
2400 4.89783
2600 5.01852
2800 4.90401
3000 5.06093
3200 4.74303
3400 4.94646
3600 4.66987
3800 4.2653
4000 4.6475
4200 4.78988
4400 4.89376
4600 4.65377
4800 4.41338
5000 4.32107
5200 4.26549
5400 4.43136
5600 4.30466
5800 3.83627
6000 4.03328
6200 4.62053
6400 4.10714
6600 3.5444
6800 4.21596
7000 4.4154
7200 4.67811
7400 4.71269
7600 4.88397
7800 4.53307
8000 4.27215
8200 4.55547
8400 5.43652
8600 5.6648
8800 5.18125
9000 5.17085
9200 5.54482
9400 4.66475
9600 4.55341
9800 4.52704
10000 4.88265
10200 4.62023
10400 4.75845
10600 4.64008
10800 5.38939
11000 4.9125
11200 4.79627
11400 4.56254
11600 4.47706
11800 5.08323
12000 4.55759
12200 3.99867
12400 4.41473
12600 4.6088
12800 4.91705
13000 4.92288
13200 4.78526
13400 4.82152
13600 4.05897
13800 3.96176
14000 4.51283
14200 4.7066
14400 4.43194
14600 4.81418
14800 4.77408
15000 4.6367
15200 4.84284
15400 4.35876
15600 4.72389
15800 4.47436
16000 4.02322
16200 4.3693
16400 4.43711
16600 5.00255
16800 4.80009
17000 4.35481
17200 4.59401
17400 4.96163
17600 4.52511
17800 4.7676
18000 5.20515
18200 4.23638
18400 4.29928
18600 4.60253
18800 5.05033
19000 5.25433
19200 5.33569
19400 5.13837
19600 4.84938
19800 4.69871
20000 4.76533
