# Time-averaged data for fix myat2
# TimeStep v_Ekin
0 14.7
200 12.8499
400 13.5933
600 14.7229
800 14.1181
1000 15.0979
1200 15.0744
1400 13.89
1600 13.3619
1800 15.2067
2000 14.9035
2200 13.632
2400 14.5561
2600 14.2777
2800 14.5774
3000 15.2252
3200 13.9639
3400 14.4177
3600 13.6796
3800 14.6828
4000 14.2337
4200 14.8657
4400 14.9851
4600 14.6405
4800 14.8101
5000 15.2591
5200 14.667
5400 14.8573
5600 15.0525
5800 14.4677
6000 14.8496
6200 14.8012
6400 14.5495
6600 13.5411
6800 14.7695
7000 14.6699
7200 14.7355
7400 14.1633
7600 14.9836
7800 14.8296
8000 14.6733
8200 14.1681
8400 13.3047
8600 14.4591
8800 15.2922
9000 14.971
9200 14.9508
9400 15.231
9600 15.3568
9800 13.3935
10000 14.6053
10200 14.6958
10400 14.7921
10600 14.2307
10800 14.0378
11000 14.4512
11200 14.4232
11400 15.2325
11600 15.5412
11800 15.0903
12000 15.6273
12200 14.5864
12400 14.8445
12600 13.773
12800 14.8338
13000 15.1078
13200 14.7593
13400 14.8711
13600 15.2844
13800 13.9049
14000 14.7213
14200 14.9263
14400 14.2847
14600 15.0614
14800 14.9624
15000 14.7742
15200 15.6387
15400 15.1005
15600 14.237
15800 15.0003
16000 14.8215
16200 14.8373
16400 14.6628
16600 14.576
16800 15.1232
17000 14.8611
17200 14.4773
17400 14.9149
17600 15.1261
17800 14.8289
18000 15.1956
18200 15.1551
18400 14.2239
18600 12.7044
18800 14.997
19000 14.6817
19200 14.2083
19400 14.8016
19600 15.031
19800 14.7235
20000 14.88
