# Time-averaged data for fix myat6
# TimeStep v_pressure
0 31863
200 2292.27
400 862.871
600 518.649
800 206.511
1000 248.737
1200 378.101
1400 285.484
1600 463.826
1800 380.755
2000 504.963
2200 365.45
2400 522.299
2600 395.455
2800 469.554
3000 293.473
3200 209.814
3400 551.497
3600 383.617
3800 292.29
4000 214.889
4200 330.324
4400 284.463
4600 282.946
4800 354.255
5000 325.592
5200 401.969
5400 404.138
5600 371.093
5800 176.473
6000 235.398
6200 295.053
6400 390.2
6600 390.382
6800 393.861
7000 498.832
7200 477.927
7400 598.325
7600 261.146
7800 515.316
8000 244.301
8200 478.668
8400 573.504
8600 433.115
8800 299.075
9000 349.003
9200 283.278
9400 347.224
9600 392.004
9800 414.476
10000 91.4
10200 6.00722
10400 423.646
10600 394.128
10800 494.306
11000 266.395
11200 490.281
11400 430.878
11600 371.639
11800 227.237
12000 328.409
12200 380.613
12400 217.402
12600 400.848
12800 309.864
13000 442.99
13200 243.412
13400 231.244
13600 374.492
13800 386.539
14000 459.697
14200 467.136
14400 305.436
14600 416.632
14800 315.909
15000 338.868
15200 211.233
15400 658.653
15600 406.693
15800 638.659
16000 200.665
16200 585.525
16400 504.865
16600 414.925
16800 298.484
17000 253.045
17200 249.54
17400 359.795
17600 267.813
17800 271.415
18000 269.201
18200 332.946
18400 380.913
18600 247.299
18800 469.481
19000 233.187
19200 656.82
19400 514.582
19600 248.623
19800 333.664
20000 329.827
