# Time-averaged data for fix myat3
# TimeStep v_Etot
0 242.112
200 45.0637
400 6.98676
600 0.111555
800 -1.5788
1000 -1.92551
1200 -1.83801
1400 -1.77098
1600 -1.58301
1800 -2.08786
2000 -1.97365
2200 -1.57323
2400 -1.71438
2600 -2.15236
2800 -1.93678
3000 -2.0944
3200 -1.8684
3400 -1.62923
3600 -1.92623
3800 -1.95176
4000 -1.92085
4200 -1.91496
4400 -2.06551
4600 -1.99115
4800 -1.77826
5000 -2.27243
5200 -1.99732
5400 -1.95587
5600 -1.14405
5800 -1.62186
6000 -2.16802
6200 -1.90868
6400 -1.41957
6600 -1.75632
6800 -1.90401
7000 -2.12881
7200 -1.77178
7400 -1.8143
7600 -1.71858
7800 -1.24675
8000 -1.57758
8200 -1.79572
8400 -1.57564
8600 -1.78337
8800 -2.33575
9000 -2.36727
9200 -2.19121
9400 -1.74299
9600 -1.50626
9800 -2.05782
10000 -2.12923
10200 -2.44637
10400 -1.64513
10600 -2.15466
10800 -1.79923
11000 -2.0421
11200 -2.1749
11400 -1.60684
11600 -2.10291
11800 -1.80698
12000 -2.08766
12200 -1.70173
12400 -2.30137
12600 -1.90024
12800 -2.13879
13000 -1.64625
13200 -1.71849
13400 -1.78446
13600 -1.8754
13800 -2.186
14000 -1.85617
14200 -1.94742
14400 -2.23106
14600 -1.74044
14800 -1.86268
15000 -1.49863
15200 -2.16618
15400 -1.78647
15600 -1.73916
15800 -1.42658
16000 -1.78573
16200 -1.80152
16400 -1.98058
16600 -1.53215
16800 -1.82236
17000 -1.52362
17200 -2.13582
17400 -1.87192
17600 -1.81887
17800 -1.84555
18000 -2.26549
18200 -1.76839
18400 -1.8716
18600 -1.67931
18800 -1.14996
19000 -1.66169
19200 -1.4211
19400 -1.94907
19600 -1.92867
19800 -1.86144
20000 -1.59772
