# Time-averaged data for fix myat5
# TimeStep v_Evdwl
0 227.412
200 -9.13119
400 -14.016
600 -15.6353
800 -17.3294
1000 -17.251
1200 -16.8065
1400 -17.4292
1600 -15.7752
1800 -15.9
2000 -15.8488
2200 -16.1355
2400 -15.2906
2600 -16.2649
2800 -15.9041
3000 -17.3133
3200 -17.1041
3400 -15.8188
3600 -16.3252
3800 -16.3492
4000 -17.0719
4200 -17.4362
4400 -16.5257
4600 -17.0186
4800 -16.8013
5000 -16.6389
5200 -16.8695
5400 -16.0773
5600 -16.3764
5800 -17.3931
6000 -17.1948
6200 -16.8202
6400 -16.0622
6600 -16.7428
6800 -16.449
7000 -15.864
7200 -15.2192
7400 -15.3761
7600 -16.825
7800 -15.2817
8000 -16.6434
8200 -16.3123
8400 -15.1812
8600 -16.3203
8800 -17.2712
9000 -16.3856
9200 -16.9222
9400 -16.5858
9600 -16.1643
9800 -16.9207
10000 -18.6238
10200 -18.7207
10400 -16.3978
10600 -16.7725
10800 -15.8625
11000 -17.5784
11200 -16.0337
11400 -16.1966
11600 -16.2767
11800 -17.2776
12000 -16.7596
12200 -16.7924
12400 -17.2245
12600 -15.9942
12800 -16.9738
13000 -15.4612
13200 -16.5977
13400 -17.0453
13600 -16.0569
13800 -16.2109
14000 -15.3667
14200 -15.5958
14400 -17.6049
14600 -15.952
14800 -16.8946
15000 -16.2409
15200 -17.7906
15400 -14.4263
15600 -16.4884
15800 -15.1787
16000 -17.3209
16200 -14.4986
16400 -16.0109
16600 -16.5241
16800 -16.2459
17000 -16.8523
17200 -17.0548
17400 -16.3027
17600 -16.8863
17800 -17.4125
18000 -17.2041
18200 -17.0457
18400 -16.645
18600 -17.2912
18800 -15.9105
19000 -17.2239
19200 -14.8821
19400 -16.2584
19600 -16.4748
19800 -15.9957
20000 -17.806
