# Time-averaged data for fix myat9
# TimeStep v_density
0 0.0338215
200 0.0338215
400 0.0338215
600 0.0338215
800 0.0338215
1000 0.0338215
1200 0.0338215
1400 0.0338215
1600 0.0338215
1800 0.0338215
2000 0.0338215
2200 0.0338215
2400 0.0338215
2600 0.0338215
2800 0.0338215
3000 0.0338215
3200 0.0338215
3400 0.0338215
3600 0.0338215
3800 0.0338215
4000 0.0338215
4200 0.0338215
4400 0.0338215
4600 0.0338215
4800 0.0338215
5000 0.0338215
5200 0.0338215
5400 0.0338215
5600 0.0338215
5800 0.0338215
6000 0.0338215
6200 0.0338215
6400 0.0338215
6600 0.0338215
6800 0.0338215
7000 0.0338215
7200 0.0338215
7400 0.0338215
7600 0.0338215
7800 0.0338215
8000 0.0338215
8200 0.0338215
8400 0.0338215
8600 0.0338215
8800 0.0338215
9000 0.0338215
9200 0.0338215
9400 0.0338215
9600 0.0338215
9800 0.0338215
10000 0.0338215
10200 0.0338215
10400 0.0338215
10600 0.0338215
10800 0.0338215
11000 0.0338215
11200 0.0338215
11400 0.0338215
11600 0.0338215
11800 0.0338215
12000 0.0338215
12200 0.0338215
12400 0.0338215
12600 0.0338215
12800 0.0338215
13000 0.0338215
13200 0.0338215
13400 0.0338215
13600 0.0338215
13800 0.0338215
14000 0.0338215
14200 0.0338215
14400 0.0338215
14600 0.0338215
14800 0.0338215
15000 0.0338215
15200 0.0338215
15400 0.0338215
15600 0.0338215
15800 0.0338215
16000 0.0338215
16200 0.0338215
16400 0.0338215
16600 0.0338215
16800 0.0338215
17000 0.0338215
17200 0.0338215
17400 0.0338215
17600 0.0338215
17800 0.0338215
18000 0.0338215
18200 0.0338215
18400 0.0338215
18600 0.0338215
18800 0.0338215
19000 0.0338215
19200 0.0338215
19400 0.0338215
19600 0.0338215
19800 0.0338215
20000 0.0338215
