# Time-averaged data for fix myat7
# TimeStep v_temperature
0 100.644
200 371.046
400 143.796
600 107.811
800 107.837
1000 104.926
1200 102.482
1400 107.204
1600 97.1673
1800 94.5653
2000 94.9961
2200 99.7008
2400 92.9501
2600 96.622
2800 95.6275
3000 104.197
3200 104.312
3400 97.1493
3600 98.5829
3800 98.5722
4000 103.732
4200 106.266
4400 99.0018
4600 102.885
4800 102.855
5000 98.3603
5200 101.823
5400 96.6826
5600 104.289
5800 107.978
6000 102.881
6200 102.092
6400 100.251
6600 102.605
6800 99.5827
7000 94.038
7200 92.0678
7400 92.8509
7600 103.426
7800 96.0906
8000 103.149
8200 99.388
8400 93.1506
8600 99.5276
8800 102.256
9000 95.9766
9200 100.856
9400 101.621
9600 100.357
9800 101.759
10000 112.93
10200 111.422
10400 101.004
10600 100.081
10800 96.2842
11000 106.37
11200 94.8847
11400 99.8887
11600 97.0411
11800 105.92
12000 100.451
12200 103.319
12400 102.172
12600 96.4946
12800 101.568
13000 94.5845
13200 101.871
13400 104.484
13600 97.0939
13800 96.0216
14000 92.4998
14200 93.4437
14400 105.257
14600 97.2998
14800 102.917
15000 100.933
15200 106.973
15400 86.5386
15600 100.981
15800 94.1543
16000 106.362
16200 86.931
16400 96.0586
16600 102.643
16800 98.7508
17000 104.948
17200 102.143
17400 98.8003
17600 103.159
17800 106.58
18000 102.277
18200 104.596
18400 101.146
18600 106.887
18800 101.058
19000 106.547
19200 92.1608
19400 97.9692
19600 99.5903
19800 96.7707
20000 110.971
