# Time-averaged data for fix myat8
# TimeStep v_volume
0 2454.91
200 2454.91
400 2454.91
600 2454.91
800 2454.91
1000 2454.91
1200 2454.91
1400 2454.91
1600 2454.91
1800 2454.91
2000 2454.91
2200 2454.91
2400 2454.91
2600 2454.91
2800 2454.91
3000 2454.91
3200 2454.91
3400 2454.91
3600 2454.91
3800 2454.91
4000 2454.91
4200 2454.91
4400 2454.91
4600 2454.91
4800 2454.91
5000 2454.91
5200 2454.91
5400 2454.91
5600 2454.91
5800 2454.91
6000 2454.91
6200 2454.91
6400 2454.91
6600 2454.91
6800 2454.91
7000 2454.91
7200 2454.91
7400 2454.91
7600 2454.91
7800 2454.91
8000 2454.91
8200 2454.91
8400 2454.91
8600 2454.91
8800 2454.91
9000 2454.91
9200 2454.91
9400 2454.91
9600 2454.91
9800 2454.91
10000 2454.91
10200 2454.91
10400 2454.91
10600 2454.91
10800 2454.91
11000 2454.91
11200 2454.91
11400 2454.91
11600 2454.91
11800 2454.91
12000 2454.91
12200 2454.91
12400 2454.91
12600 2454.91
12800 2454.91
13000 2454.91
13200 2454.91
13400 2454.91
13600 2454.91
13800 2454.91
14000 2454.91
14200 2454.91
14400 2454.91
14600 2454.91
14800 2454.91
15000 2454.91
15200 2454.91
15400 2454.91
15600 2454.91
15800 2454.91
16000 2454.91
16200 2454.91
16400 2454.91
16600 2454.91
16800 2454.91
17000 2454.91
17200 2454.91
17400 2454.91
17600 2454.91
17800 2454.91
18000 2454.91
18200 2454.91
18400 2454.91
18600 2454.91
18800 2454.91
19000 2454.91
19200 2454.91
19400 2454.91
19600 2454.91
19800 2454.91
20000 2454.91
