# Time-averaged data for fix myat7
# TimeStep v_temperature
0 100.644
200 94.1338
400 105.141
600 107.735
800 95.0963
1000 88.91
1200 102.367
1400 95.2643
1600 110.255
1800 110.627
2000 108.153
2200 100.352
2400 104.006
2600 105.839
2800 101.521
3000 77.2049
3200 110.053
3400 109.602
3600 87.6948
3800 100.165
4000 99.8427
4200 116.473
4400 101.285
4600 92.4548
4800 83.8815
5000 85.7644
5200 100.711
5400 97.8171
5600 98.013
5800 104.479
6000 108.487
6200 104.447
6400 91.7567
6600 106.821
6800 98.3966
7000 102.172
7200 103.509
7400 106.885
7600 102.132
7800 95.5139
8000 108.189
8200 94.1453
8400 83.1465
8600 106.779
8800 108.101
9000 97.9458
9200 93.3198
9400 109.863
9600 97.3858
9800 107.513
10000 92.3907
10200 101.131
10400 110.996
10600 99.0776
10800 104.25
11000 105.152
11200 92.9493
11400 97.0048
11600 98.1081
11800 104.252
12000 96.4367
12200 92.1397
12400 97.0545
12600 114.489
12800 107.171
13000 110.82
13200 87.9172
13400 100.501
13600 92.7016
13800 94.9876
14000 101.991
14200 96.352
14400 103.415
14600 87.3941
14800 103.587
15000 110.401
15200 104.173
15400 105.916
15600 95.7679
15800 104.387
16000 104.674
16200 107.324
16400 90.4546
16600 100.883
16800 109.978
17000 105.352
17200 100.439
17400 106.185
17600 105.012
17800 109.788
18000 108.147
18200 100.928
18400 100.419
18600 109.08
18800 89.5792
19000 105.624
19200 98.0761
19400 101.768
19600 87.2472
19800 101.807
20000 97.5692
