# Time-averaged data for fix myat5
# TimeStep v_Evdwl
0 -30.5108
200 -25.2246
400 -25.7853
600 -25.4096
800 -23.2138
1000 -22.6345
1200 -24.84
1400 -23.5784
1600 -25.7794
1800 -26.0412
2000 -24.9407
2200 -23.8983
2400 -24.1847
2600 -25.5252
2800 -24.8314
3000 -20.6526
3200 -24.8379
3400 -25.1742
3600 -21.6087
3800 -23.3125
4000 -22.8802
4200 -26.0875
4400 -24.5228
4600 -23.7935
4800 -21.14
5000 -22.0259
5200 -23.2485
5400 -22.8319
5600 -23.3567
5800 -24.0505
6000 -25.1238
6200 -24.7488
6400 -22.8078
6600 -25.2926
6800 -24.0794
7000 -24.4154
7200 -23.9398
7400 -25.2932
7600 -24.758
7800 -22.976
8000 -24.6913
8200 -22.9011
8400 -21.6455
8600 -24.7307
8800 -24.8514
9000 -23.196
9200 -22.757
9400 -25.5212
9600 -23.5636
9800 -25.1219
10000 -23.4404
10200 -23.2917
10400 -25.5071
10600 -24.054
10800 -25.074
11000 -25.5213
11200 -22.8708
11400 -23.0563
11600 -23.8423
11800 -25.407
12000 -23.3275
12200 -22.7547
12400 -23.4702
12600 -25.5093
12800 -24.2667
13000 -25.3142
13200 -21.9691
13400 -24.4658
13600 -23.2987
13800 -23.4032
14000 -24.8888
14200 -23.8831
14400 -24.7666
14600 -21.7017
14800 -24.5326
15000 -25.3113
15200 -24.7275
15400 -25.4053
15600 -23.7517
15800 -24.6942
16000 -25.1763
16200 -25.0712
16400 -22.4697
16600 -23.9738
16800 -25.651
17000 -24.1392
17200 -23.3533
17400 -24.6275
17600 -24.9847
17800 -25.9371
18000 -24.7678
18200 -23.9112
18400 -23.5939
18600 -24.8218
18800 -22.0163
19000 -25.2356
19200 -24.0013
19400 -23.5064
19600 -22.6685
19800 -24.9976
20000 -24.4191
