# Time-averaged data for fix myat2
# TimeStep v_Ekin
0 14.7
200 13.7492
400 15.3568
600 15.7357
800 13.8897
1000 12.9862
1200 14.9516
1400 13.9143
1600 16.1038
1800 16.1581
2000 15.7968
2200 14.6574
2400 15.1911
2600 15.4589
2800 14.8282
3000 11.2765
3200 16.0743
3400 16.0084
3600 12.8087
3800 14.6301
4000 14.583
4200 17.0121
4400 14.7937
4600 13.5039
4800 12.2517
5000 12.5267
5200 14.7098
5400 14.2871
5600 14.3157
5800 15.2602
6000 15.8455
6200 15.2555
6400 13.402
6600 15.6023
6800 14.3718
7000 14.9232
7200 15.1185
7400 15.6116
7600 14.9174
7800 13.9507
8000 15.8021
8200 13.7508
8400 12.1443
8600 15.5961
8800 15.7891
9000 14.3059
9200 13.6303
9400 16.0466
9600 14.2241
9800 15.7033
10000 13.4946
10200 14.7712
10400 16.212
10600 14.4712
10800 15.2268
11000 15.3584
11200 13.5762
11400 14.1685
11600 14.3296
11800 15.2269
12000 14.0855
12200 13.4579
12400 14.1757
12600 16.7222
12800 15.6534
13000 16.1864
13200 12.8412
13400 14.6791
13600 13.54
13800 13.8739
14000 14.8968
14200 14.0731
14400 15.1048
14600 12.7648
14800 15.1298
15000 16.1251
15200 15.2155
15400 15.4701
15600 13.9878
15800 15.2467
16000 15.2886
16200 15.6757
16400 13.2118
16600 14.7349
16800 16.0633
17000 15.3876
17200 14.6701
17400 15.5093
17600 15.338
17800 16.0356
18000 15.7959
18200 14.7416
18400 14.6671
18600 15.9321
18800 13.0839
19000 15.4274
19200 14.325
19400 14.8641
19600 12.7433
19800 14.87
20000 14.2509
