# Time-averaged data for fix myat3
# TimeStep v_Etot
0 -15.8107
200 -11.4755
400 -10.4284
600 -9.67384
800 -9.3241
1000 -9.64833
1200 -9.88835
1400 -9.66408
1600 -9.67556
1800 -9.88302
2000 -9.14396
2200 -9.24087
2400 -8.99355
2600 -10.0663
2800 -10.0032
3000 -9.37604
3200 -8.76354
3400 -9.16578
3600 -8.80005
3800 -8.68235
4000 -8.29717
4200 -9.07542
4400 -9.72906
4600 -10.2896
4800 -8.88826
5000 -9.4992
5200 -8.53877
5400 -8.54475
5600 -9.04096
5800 -8.79024
6000 -9.27824
6200 -9.49336
6400 -9.4058
6600 -9.69028
6800 -9.70765
7000 -9.49218
7200 -8.82127
7400 -9.68155
7600 -9.84059
7800 -9.0253
8000 -8.88919
8200 -9.15027
8400 -9.50116
8600 -9.13454
8800 -9.06228
9000 -8.89008
9200 -9.12669
9400 -9.47466
9600 -9.33949
9800 -9.4186
10000 -9.94584
10200 -8.52047
10400 -9.29506
10600 -9.58278
10800 -9.84728
11000 -10.1629
11200 -9.29461
11400 -8.88782
11600 -9.51267
11800 -10.18
12000 -9.24194
12200 -9.29678
12400 -9.29447
12600 -8.78707
12800 -8.61329
13000 -9.1278
13200 -9.12795
13400 -9.78663
13600 -9.75877
13800 -9.5293
14000 -9.99197
14200 -9.80994
14400 -9.66188
14600 -8.93696
14800 -9.40274
15000 -9.18616
15200 -9.51202
15400 -9.93525
15600 -9.76392
15800 -9.44743
16000 -9.88772
16200 -9.39544
16400 -9.25795
16600 -9.23894
16800 -9.58767
17000 -8.75159
17200 -8.68315
17400 -9.11818
17600 -9.64666
17800 -9.9015
18000 -8.9719
18200 -9.16967
18400 -8.92676
18600 -8.88967
18800 -8.93243
19000 -9.80822
19200 -9.67637
19400 -8.64229
19600 -9.92524
19800 -10.1277
20000 -10.1681
