# Time-averaged data for fix myat8
# TimeStep v_volume
0 12272
200 12272
400 12272
600 12272
800 12272
1000 12272
1200 12272
1400 12272
1600 12272
1800 12272
2000 12272
2200 12272
2400 12272
2600 12272
2800 12272
3000 12272
3200 12272
3400 12272
3600 12272
3800 12272
4000 12272
4200 12272
4400 12272
4600 12272
4800 12272
5000 12272
5200 12272
5400 12272
5600 12272
5800 12272
6000 12272
6200 12272
6400 12272
6600 12272
6800 12272
7000 12272
7200 12272
7400 12272
7600 12272
7800 12272
8000 12272
8200 12272
8400 12272
8600 12272
8800 12272
9000 12272
9200 12272
9400 12272
9600 12272
9800 12272
10000 12272
10200 12272
10400 12272
10600 12272
10800 12272
11000 12272
11200 12272
11400 12272
11600 12272
11800 12272
12000 12272
12200 12272
12400 12272
12600 12272
12800 12272
13000 12272
13200 12272
13400 12272
13600 12272
13800 12272
14000 12272
14200 12272
14400 12272
14600 12272
14800 12272
15000 12272
15200 12272
15400 12272
15600 12272
15800 12272
16000 12272
16200 12272
16400 12272
16600 12272
16800 12272
17000 12272
17200 12272
17400 12272
17600 12272
17800 12272
18000 12272
18200 12272
18400 12272
18600 12272
18800 12272
19000 12272
19200 12272
19400 12272
19600 12272
19800 12272
20000 12272
