# Time-averaged data for fix myat6
# TimeStep v_pressure
0 39.0471
200 41.5874
400 50.0143
600 45.9094
800 57.8617
1000 33.6704
1200 48.0123
1400 33.5392
1600 36.5858
1800 42.1587
2000 45.1901
2200 46.1457
2400 42.0062
2600 45.4029
2800 56.9854
3000 39.3048
3200 51.3335
3400 51.1626
3600 40.1245
3800 38.2613
4000 47.4842
4200 60.4111
4400 38.7109
4600 47.0384
4800 36.8176
5000 35.9458
5200 48.5482
5400 53.9274
5600 30.9484
5800 66.5173
6000 49.7249
6200 33.9411
6400 47.8392
6600 29.6382
6800 42.0279
7000 45.2582
7200 63.3719
7400 45.5461
7600 51.1204
7800 75.2996
8000 40.3159
8200 41.4597
8400 71.0852
8600 36.6426
8800 74.95
9000 34.2654
9200 61.9521
9400 59.6032
9600 47.723
9800 43.5467
10000 60.2992
10200 89.4603
10400 41.892
10600 47.7048
10800 47.0113
11000 40.2037
11200 42.4985
11400 49.0427
11600 42.7193
11800 45.0382
12000 81.0061
12200 51.9255
12400 50.9076
12600 37.3128
12800 38.7254
13000 64.6058
13200 41.681
13400 33.7228
13600 47.7745
13800 48.2942
14000 36.9941
14200 50.6278
14400 46.3566
14600 43.6361
14800 45.8106
15000 56.3
15200 35.8546
15400 40.8272
15600 36.766
15800 69.6036
16000 49.5919
16200 42.1176
16400 38.4146
16600 49.0223
16800 52.5724
17000 36.9949
17200 58.3579
17400 39.3124
17600 40.9005
17800 48.9624
18000 46.9893
18200 51.1252
18400 53.8455
18600 35.9369
18800 45.3781
19000 44.0205
19200 54.0777
19400 39.5867
19600 43.3409
19800 48.9055
20000 45.9994
