# Time-averaged data for fix myat8
# TimeStep v_volume
0 5399.9
200 5399.9
400 5399.9
600 5399.9
800 5399.9
1000 5399.9
1200 5399.9
1400 5399.9
1600 5399.9
1800 5399.9
2000 5399.9
2200 5399.9
2400 5399.9
2600 5399.9
2800 5399.9
3000 5399.9
3200 5399.9
3400 5399.9
3600 5399.9
3800 5399.9
4000 5399.9
4200 5399.9
4400 5399.9
4600 5399.9
4800 5399.9
5000 5399.9
5200 5399.9
5400 5399.9
5600 5399.9
5800 5399.9
6000 5399.9
6200 5399.9
6400 5399.9
6600 5399.9
6800 5399.9
7000 5399.9
7200 5399.9
7400 5399.9
7600 5399.9
7800 5399.9
8000 5399.9
8200 5399.9
8400 5399.9
8600 5399.9
8800 5399.9
9000 5399.9
9200 5399.9
9400 5399.9
9600 5399.9
9800 5399.9
10000 5399.9
10200 5399.9
10400 5399.9
10600 5399.9
10800 5399.9
11000 5399.9
11200 5399.9
11400 5399.9
11600 5399.9
11800 5399.9
12000 5399.9
12200 5399.9
12400 5399.9
12600 5399.9
12800 5399.9
13000 5399.9
13200 5399.9
13400 5399.9
13600 5399.9
13800 5399.9
14000 5399.9
14200 5399.9
14400 5399.9
14600 5399.9
14800 5399.9
15000 5399.9
15200 5399.9
15400 5399.9
15600 5399.9
15800 5399.9
16000 5399.9
16200 5399.9
16400 5399.9
16600 5399.9
16800 5399.9
17000 5399.9
17200 5399.9
17400 5399.9
17600 5399.9
17800 5399.9
18000 5399.9
18200 5399.9
18400 5399.9
18600 5399.9
18800 5399.9
19000 5399.9
19200 5399.9
19400 5399.9
19600 5399.9
19800 5399.9
20000 5399.9
