# Time-averaged data for fix myat7
# TimeStep v_temperature
0 100.644
200 92.329
400 98.2854
600 104.545
800 98.2041
1000 102.682
1200 98.1352
1400 98.8925
1600 98.3802
1800 99.451
2000 103.612
2200 102.122
2400 103.214
2600 94.9654
2800 97.8605
3000 101.114
3200 93.6592
3400 101.298
3600 107.62
3800 103.604
4000 94.9568
4200 97.6621
4400 96.6648
4600 106.134
4800 96.5136
5000 100.208
5200 99.0413
5400 102.694
5600 103.582
5800 98.6108
6000 99.706
6200 99.8857
6400 101.192
6600 102.496
6800 102.83
7000 99.901
7200 98.3773
7400 102.172
7600 99.6536
7800 99.9892
8000 103.525
8200 99.884
8400 100.667
8600 94.1176
8800 97.6146
9000 105.926
9200 95.8148
9400 105.728
9600 96.0079
9800 102.249
10000 101.409
10200 97.9192
10400 100.648
10600 94.2867
10800 99.9209
11000 99.824
11200 93.5351
11400 101.665
11600 99.9407
11800 97.9629
12000 101.963
12200 100.433
12400 105.558
12600 101.117
12800 95.8116
13000 101.203
13200 103.747
13400 101.659
13600 101.001
13800 101.329
14000 100.567
14200 102.612
14400 100.869
14600 103.123
14800 100.847
15000 99.8898
15200 103.762
15400 101.41
15600 101.394
15800 101.642
16000 98.9608
16200 105.727
16400 97.5104
16600 97.4262
16800 103.797
17000 101.678
17200 101.363
17400 98.7319
17600 98.6176
17800 102.567
18000 103.658
18200 102.678
18400 99.0499
18600 98.7775
18800 100.45
19000 100.746
19200 98.5368
19400 101.383
19600 99.3108
19800 95.9756
20000 102.361
