# Time-averaged data for fix myat3
# TimeStep v_Etot
0 2.27245
200 5.08477
400 6.52531
600 6.81466
800 6.87562
1000 6.46369
1200 6.64261
1400 7.30303
1600 7.26716
1800 7.71895
2000 7.92658
2200 7.35759
2400 7.1097
2600 7.56143
2800 7.47219
3000 7.60725
3200 7.75111
3400 7.81316
3600 7.55139
3800 7.08582
4000 6.7805
4200 7.09424
4400 7.20849
4600 7.15075
4800 6.90968
5000 7.02063
5200 7.23759
5400 7.07897
5600 6.9786
5800 6.32221
6000 6.5298
6200 6.99865
6400 7.12592
6600 7.55832
6800 6.9675
7000 6.85988
7200 7.11001
7400 7.47335
7600 7.62372
7800 6.87062
8000 7.36467
8200 7.4449
8400 7.43637
8600 7.78938
8800 7.87363
9000 7.13342
9200 7.25702
9400 6.87972
9600 6.82801
9800 6.61308
10000 7.11071
10200 7.1088
10400 6.7557
10600 6.79641
10800 6.88143
11000 6.81189
11200 7.09149
11400 7.11515
11600 7.04586
11800 7.29711
12000 6.82001
12200 6.92636
12400 7.23207
12600 6.8111
12800 7.14562
13000 7.58239
13200 7.64505
13400 7.17297
13600 7.31946
13800 7.7217
14000 7.73122
14200 7.58122
14400 7.48929
14600 7.15017
14800 7.35502
15000 6.78515
15200 6.40806
15400 6.92941
15600 6.73625
15800 6.88865
16000 6.92312
16200 6.92014
16400 6.30895
16600 6.68048
16800 7.08107
17000 6.62741
17200 6.39723
17400 6.80774
17600 7.48962
17800 7.66509
18000 7.2788
18200 6.8615
18400 7.03781
18600 7.31563
18800 7.11305
19000 6.8658
19200 6.98476
19400 6.60418
19600 6.40489
19800 6.64754
20000 6.61266
