# Time-averaged data for fix myat1
# TimeStep v_Epot
0 -17.5589
200 -13.2911
400 -12.5594
600 -12.7345
800 -11.8749
1000 -12.2662
1200 -11.9961
1400 -12.3348
1600 -12.7244
1800 -11.7
2000 -11.7724
2200 -13.0738
2400 -12.8385
2600 -12.6015
2800 -13.1559
3000 -12.2466
3200 -12.3167
3400 -13.4014
3600 -12.5149
3800 -13.0262
4000 -13.1145
4200 -11.9101
4400 -12.359
4600 -12.0191
4800 -12.7647
5000 -12.5453
5200 -13.0844
5400 -12.6693
5600 -12.4858
5800 -11.6705
6000 -11.7475
6200 -11.567
6400 -13.2472
6600 -11.4279
6800 -12.1971
7000 -12.0813
7200 -12.806
7400 -12.6202
7600 -12.9717
7800 -12.2599
8000 -12.9395
8200 -13.4051
8400 -12.4979
8600 -11.5777
8800 -12.35
9000 -12.6439
9200 -13.1535
9400 -13.4896
9600 -12.9165
9800 -12.8218
10000 -11.6284
10200 -12.3972
10400 -12.5432
10600 -12.7443
10800 -12.272
11000 -12.5099
11200 -12.0734
11400 -11.684
11600 -12.8915
11800 -12.8722
12000 -12.2035
12200 -11.8803
12400 -12.4903
12600 -12.1111
12800 -13.0261
13000 -12.915
13200 -12.8043
13400 -13.5518
13600 -12.3407
13800 -12.2551
14000 -12.7039
14200 -13.3989
14400 -12.8779
14600 -12.4711
14800 -12.4129
15000 -12.6471
15200 -12.9173
15400 -12.6361
15600 -13.0714
15800 -13.1499
16000 -12.3028
16200 -12.5652
16400 -12.5594
16600 -12.6086
16800 -12.4775
17000 -13.8883
17200 -12.4835
17400 -12.8391
17600 -12.3103
17800 -13.1965
18000 -12.9742
18200 -13.342
18400 -13.3982
18600 -12.5128
18800 -12.0217
19000 -11.5082
19200 -12.5524
19400 -13.0942
19600 -11.4021
19800 -12.9542
20000 -12.3109
