# Time-averaged data for fix myat6
# TimeStep v_pressure
0 -47.0857
200 83.3619
400 258.135
600 206.579
800 273.959
1000 197.01
1200 187.417
1400 159.762
1600 150.095
1800 172.926
2000 242.51
2200 129.682
2400 179.466
2600 261.147
2800 135.358
3000 214.158
3200 225.558
3400 145.093
3600 101.895
3800 173.305
4000 190.989
4200 204.536
4400 114.014
4600 311.762
4800 103.485
5000 126.807
5200 134.977
5400 53.3011
5600 205.367
5800 311.432
6000 331.643
6200 358.744
6400 45.8792
6600 360.362
6800 279.767
7000 211.767
7200 126.894
7400 178.578
7600 96.2788
7800 178.846
8000 235.25
8200 83.7575
8400 128.727
8600 204.995
8800 172.173
9000 139.705
9200 89.9891
9400 107.325
9600 160.043
9800 119.375
10000 181.626
10200 180.06
10400 197.397
10600 6.70959
10800 158.104
11000 249.368
11200 158.349
11400 262.118
11600 151.578
11800 143.658
12000 279.397
12200 305.787
12400 159.193
12600 174.125
12800 197.402
13000 88.9166
13200 98.7927
13400 4.65797
13600 226.203
13800 158.789
14000 211.824
14200 121.11
14400 85.5565
14600 203.754
14800 196.839
15000 96.3661
15200 158.395
15400 121.299
15600 142.365
15800 28.2935
16000 145.512
16200 217.217
16400 152.717
16600 123.219
16800 185.764
17000 30.295
17200 132.348
17400 126.58
17600 267.411
17800 160.126
18000 124.318
18200 202.134
18400 105.851
18600 213.296
18800 204.3
19000 303.071
19200 105.808
19400 100.183
19600 296.698
19800 169.837
20000 182.681
