# Time-averaged data for fix myat2
# TimeStep v_Ekin
0 14.7
200 13.8244
400 14.1515
600 14.8888
800 13.913
1000 14.7027
1200 14.8228
1400 14.7065
1600 15.0588
1800 14.1375
2000 14.3116
2200 15.3367
2400 14.8617
2600 14.7258
2800 15.2847
3000 14.4125
3200 14.744
3400 15.666
3600 14.7038
3800 15.229
4000 14.7125
4200 14.107
4400 14.9339
4600 14.4742
4800 15.2674
5000 15.2018
5200 15.6732
5400 14.9946
5600 15.2063
5800 13.9067
6000 13.9407
6200 14.0618
6400 15.9709
6600 13.7955
6800 14.26
7000 14.5034
7200 15.0452
7400 14.8564
7600 15.4469
7800 14.3833
8000 14.8074
8200 15.6178
8400 15.1676
8600 13.7026
8800 14.7754
9000 15.0606
9200 15.2519
9400 15.6023
9600 14.7988
9800 14.9704
10000 14.4307
10200 14.9231
10400 14.9525
10600 15.374
10800 15.5661
11000 15.4706
11200 14.659
11400 14.5742
11600 15.4878
11800 15.1782
12000 14.1545
12200 13.8514
12400 14.6188
12600 14.6326
12800 15.4063
13000 15.2056
13200 15.1441
13400 15.8489
13600 14.9759
13800 14.6571
14000 14.6664
14200 15.518
14400 15.016
14600 14.5248
14800 14.8844
15000 15.22
15200 15.3873
15400 15.063
15600 15.1712
15800 15.4937
16000 14.8602
16200 14.8005
16400 14.7845
16600 15.3469
16800 15.0328
17000 16.1004
17200 14.7897
17400 15.2532
17600 14.5133
17800 15.3794
18000 15.4247
18200 15.1632
18400 15.1428
18600 14.7721
18800 14.0564
19000 13.4923
19200 15.2844
19400 15.6731
19600 13.9569
19800 15.1541
20000 14.4685
