# Time-averaged data for fix myat9
# TimeStep v_density
0 0.0178335
200 0.0178335
400 0.0178335
600 0.0178335
800 0.0178335
1000 0.0178335
1200 0.0178335
1400 0.0178335
1600 0.0178335
1800 0.0178335
2000 0.0178335
2200 0.0178335
2400 0.0178335
2600 0.0178335
2800 0.0178335
3000 0.0178335
3200 0.0178335
3400 0.0178335
3600 0.0178335
3800 0.0178335
4000 0.0178335
4200 0.0178335
4400 0.0178335
4600 0.0178335
4800 0.0178335
5000 0.0178335
5200 0.0178335
5400 0.0178335
5600 0.0178335
5800 0.0178335
6000 0.0178335
6200 0.0178335
6400 0.0178335
6600 0.0178335
6800 0.0178335
7000 0.0178335
7200 0.0178335
7400 0.0178335
7600 0.0178335
7800 0.0178335
8000 0.0178335
8200 0.0178335
8400 0.0178335
8600 0.0178335
8800 0.0178335
9000 0.0178335
9200 0.0178335
9400 0.0178335
9600 0.0178335
9800 0.0178335
10000 0.0178335
10200 0.0178335
10400 0.0178335
10600 0.0178335
10800 0.0178335
11000 0.0178335
11200 0.0178335
11400 0.0178335
11600 0.0178335
11800 0.0178335
12000 0.0178335
12200 0.0178335
12400 0.0178335
12600 0.0178335
12800 0.0178335
13000 0.0178335
13200 0.0178335
13400 0.0178335
13600 0.0178335
13800 0.0178335
14000 0.0178335
14200 0.0178335
14400 0.0178335
14600 0.0178335
14800 0.0178335
15000 0.0178335
15200 0.0178335
15400 0.0178335
15600 0.0178335
15800 0.0178335
16000 0.0178335
16200 0.0178335
16400 0.0178335
16600 0.0178335
16800 0.0178335
17000 0.0178335
17200 0.0178335
17400 0.0178335
17600 0.0178335
17800 0.0178335
18000 0.0178335
18200 0.0178335
18400 0.0178335
18600 0.0178335
18800 0.0178335
19000 0.0178335
19200 0.0178335
19400 0.0178335
19600 0.0178335
19800 0.0178335
20000 0.0178335
