# Time-averaged data for fix myat7
# TimeStep v_temperature
0 100.644
200 93.6875
400 99.2686
600 94.3806
800 103.033
1000 101.351
1200 101.117
1400 98.286
1600 99.1687
1800 103.878
2000 101.476
2200 104.507
2400 101.643
2600 104.179
2800 93.0094
3000 100.537
3200 101.917
3400 98.3224
3600 104.529
3800 96.3123
4000 93.6843
4200 99.9111
4400 95.0345
4600 105.822
4800 97.3379
5000 101.51
5200 101.041
5400 103.875
5600 104.334
5800 102.737
6000 103.531
6200 99.8202
6400 99.6596
6600 101.641
6800 97.9869
7000 96.7659
7200 94.7296
7400 99.0764
7600 101.188
7800 98.0414
8000 99.4489
8200 98.5773
8400 96.9025
8600 97.7373
8800 97.0911
9000 101.041
9200 103.779
9400 103.379
9600 99.2624
9800 94.0562
10000 97.2295
10200 100.385
10400 96.8128
10600 102.912
10800 96.2214
11000 99.6364
11200 99.8565
11400 101.905
11600 104.607
11800 102.679
12000 96.1034
12200 97.7043
12400 99.1273
12600 104.008
12800 100.336
13000 104.062
13200 101.804
13400 103.425
13600 98.6022
13800 102.836
14000 103.393
14200 103.01
14400 107.463
14600 102.514
14800 97.4747
15000 96.6691
15200 102.155
15400 102.133
15600 100.056
15800 106.031
16000 101.59
16200 103.517
16400 101.303
16600 101.664
16800 102.486
17000 98.2538
17200 107.202
17400 105.085
17600 103.182
17800 100.51
18000 100.208
18200 102.971
18400 103.28
18600 104.028
18800 99.0427
19000 99.6391
19200 102.727
19400 96.8405
19600 102.724
19800 95.1907
20000 101.299
