# Time-averaged data for fix myat8
# TimeStep v_volume
0 4655.79
200 4655.79
400 4655.79
600 4655.79
800 4655.79
1000 4655.79
1200 4655.79
1400 4655.79
1600 4655.79
1800 4655.79
2000 4655.79
2200 4655.79
2400 4655.79
2600 4655.79
2800 4655.79
3000 4655.79
3200 4655.79
3400 4655.79
3600 4655.79
3800 4655.79
4000 4655.79
4200 4655.79
4400 4655.79
4600 4655.79
4800 4655.79
5000 4655.79
5200 4655.79
5400 4655.79
5600 4655.79
5800 4655.79
6000 4655.79
6200 4655.79
6400 4655.79
6600 4655.79
6800 4655.79
7000 4655.79
7200 4655.79
7400 4655.79
7600 4655.79
7800 4655.79
8000 4655.79
8200 4655.79
8400 4655.79
8600 4655.79
8800 4655.79
9000 4655.79
9200 4655.79
9400 4655.79
9600 4655.79
9800 4655.79
10000 4655.79
10200 4655.79
10400 4655.79
10600 4655.79
10800 4655.79
11000 4655.79
11200 4655.79
11400 4655.79
11600 4655.79
11800 4655.79
12000 4655.79
12200 4655.79
12400 4655.79
12600 4655.79
12800 4655.79
13000 4655.79
13200 4655.79
13400 4655.79
13600 4655.79
13800 4655.79
14000 4655.79
14200 4655.79
14400 4655.79
14600 4655.79
14800 4655.79
15000 4655.79
15200 4655.79
15400 4655.79
15600 4655.79
15800 4655.79
16000 4655.79
16200 4655.79
16400 4655.79
16600 4655.79
16800 4655.79
17000 4655.79
17200 4655.79
17400 4655.79
17600 4655.79
17800 4655.79
18000 4655.79
18200 4655.79
18400 4655.79
18600 4655.79
18800 4655.79
19000 4655.79
19200 4655.79
19400 4655.79
19600 4655.79
19800 4655.79
20000 4655.79
