# Time-averaged data for fix myat5
# TimeStep v_Evdwl
0 -13.9246
200 -9.6843
400 -9.52594
600 -8.86281
800 -9.96238
1000 -9.01896
1200 -8.70404
1400 -8.30864
1600 -8.89791
1800 -9.49338
2000 -8.90204
2200 -9.25468
2400 -9.07515
2600 -9.72342
2800 -7.92064
3000 -9.13905
3200 -8.76273
3400 -8.1805
3600 -9.49767
3800 -8.3531
4000 -7.6253
4200 -8.62135
4400 -8.14721
4600 -9.90962
4800 -8.76293
5000 -8.55939
5200 -9.14677
5400 -9.55073
5600 -10.2858
5800 -9.97558
6000 -9.74459
6200 -9.07842
6400 -9.03367
6600 -9.28537
6800 -8.79794
7000 -8.40155
7200 -8.13091
7400 -8.79635
7600 -9.31777
7800 -8.52931
8000 -8.2444
8200 -8.36666
8400 -8.19248
8600 -8.22039
8800 -7.59016
9000 -8.01195
9200 -8.63143
9400 -8.82897
9600 -8.23941
9800 -7.50028
10000 -8.04561
10200 -8.8939
10400 -8.20283
10600 -9.03357
10800 -8.01851
11000 -8.7737
11200 -8.84378
11400 -8.53853
11600 -9.18943
11800 -8.71143
12000 -8.07131
12200 -8.69669
12400 -8.52567
12600 -9.15524
12800 -8.469
13000 -9.52843
13200 -9.00231
13400 -9.20017
13600 -8.5324
13800 -9.35221
14000 -8.92926
14200 -9.10669
14400 -10.3001
14600 -9.62977
14800 -8.46564
15000 -8.38256
15200 -8.63875
15400 -8.37943
15600 -8.42296
15800 -9.3204
16000 -8.83525
16200 -9.699
16400 -9.49399
16600 -9.07891
16800 -9.071
17000 -8.2995
17200 -9.98021
17400 -9.59284
17600 -8.86661
17800 -8.70636
18000 -8.58065
18200 -8.86646
18400 -9.45585
18600 -9.60458
18800 -9.07899
19000 -9.37521
19200 -9.48808
19400 -8.54807
19600 -9.36089
19800 -7.44077
20000 -8.47792
