# Time-averaged data for fix myat6
# TimeStep v_pressure
0 -99.9119
200 149.093
400 268.884
600 291.533
800 354.894
1000 511.709
1200 245.532
1400 27.1487
1600 224.712
1800 183.935
2000 119.263
2200 259.036
2400 170.359
2600 100.004
2800 7.03478
3000 124.188
3200 194.188
3400 301.711
3600 376.556
3800 187.503
4000 226.961
4200 212.571
4400 150.806
4600 258.918
4800 228.146
5000 266.64
5200 178.507
5400 222.265
5600 155.192
5800 85.1073
6000 121.969
6200 169.374
6400 122.794
6600 262.784
6800 357.552
7000 234.992
7200 63.329
7400 180.661
7600 183.665
7800 162.751
8000 255.669
8200 1.33906
8400 382.894
8600 84.3557
8800 314.928
9000 167.079
9200 272.828
9400 392.633
9600 249.841
9800 171.688
10000 429.349
10200 274.062
10400 344.363
10600 214.018
10800 207.897
11000 266.983
11200 63.1109
11400 386.29
11600 296.034
11800 188.562
12000 216.268
12200 338.315
12400 139.143
12600 476.018
12800 296.475
13000 104.979
13200 184.912
13400 284.522
13600 189.959
13800 314.116
14000 232.865
14200 227.476
14400 186.257
14600 255.77
14800 371.478
15000 217.474
15200 260.391
15400 208.918
15600 413.076
15800 208.223
16000 262.538
16200 99.4486
16400 257.546
16600 117.563
16800 182.72
17000 293.375
17200 254.829
17400 174.162
17600 225.785
17800 197.376
18000 126.617
18200 308.609
18400 154.543
18600 296.469
18800 204.607
19000 133.716
19200 297.354
19400 183.386
19600 148.699
19800 214.085
20000 170.253
