# Time-averaged data for fix myat2
# TimeStep v_Ekin
0 14.7
200 13.9067
400 14.6325
600 13.8343
800 13.7916
1000 12.5649
1200 14.2537
1400 15.9625
1600 15.5403
1800 15.3537
2000 15.5257
2200 15.1029
2400 15.1862
2600 15.0179
2800 15.6913
3000 15.1717
3200 15.2325
3400 14.213
3600 12.9056
3800 14.933
4000 15.1681
4200 14.7168
4400 14.6114
4600 15.5446
4800 15.3868
5000 14.1742
5200 14.8846
5400 15.4715
5600 15.0563
5800 15.9535
6000 15.1395
6200 15.2808
6400 14.8361
6600 14.2685
6800 14.3093
7000 15.4325
7200 15.741
7400 14.8304
7600 14.7343
7800 15.1198
8000 14.6721
8200 15.7933
8400 14.0596
8600 15.8931
8800 14.1019
9000 15.3558
9200 14.2694
9400 15.037
9600 14.6341
9800 14.9758
10000 13.7005
10200 14.8066
10400 13.9204
10600 15.2644
10800 14.8483
11000 15.2067
11200 15.5012
11400 14.275
11600 15.24
11800 13.7903
12000 14.7494
12200 13.91
12400 15.1812
12600 13.9207
12800 15.185
13000 15.6883
13200 15.2763
13400 14.3018
13600 14.6764
13800 14.1605
14000 13.8271
14200 14.4696
14400 14.6694
14600 15.2904
14800 13.6156
15000 14.729
15200 14.2959
15400 15.238
15600 13.9322
15800 14.6373
16000 14.0734
16200 15.5942
16400 14.4612
16600 15.3786
16800 15.5069
17000 14.8125
17200 14.4564
17400 14.9144
17600 14.4609
17800 15.7816
18000 15.1382
18200 14.2188
18400 14.8474
18600 14.0248
18800 15.3055
19000 14.875
19200 14.2293
19400 15.4455
19600 14.8624
19800 14.1321
20000 14.8894
