# Time-averaged data for fix myat5
# TimeStep v_Evdwl
0 -18.4463
200 -14.1177
400 -14.0659
600 -13.6878
800 -13.2337
1000 -11.3076
1200 -13.0302
1400 -14.7309
1600 -14.1132
1800 -14.0804
2000 -14.0399
2200 -13.7675
2400 -14.3446
2600 -14.4292
2800 -14.8684
3000 -13.7504
3200 -13.9539
3400 -13.1515
3600 -11.9339
3800 -13.582
4000 -13.9816
4200 -13.8273
4400 -13.6735
4600 -14.2209
4800 -14.3961
5000 -13.2587
5200 -13.5381
5400 -14.1857
5600 -13.9444
5800 -15.2192
6000 -13.8277
6200 -13.7669
6400 -13.8167
6600 -12.901
6800 -13.0183
7000 -13.7343
7200 -14.2171
7400 -13.5852
7600 -13.6397
7800 -13.5965
8000 -13.2683
8200 -14.6699
8400 -12.771
8600 -14.694
8800 -13.1216
9000 -14.5318
9200 -13.2247
9400 -14.3184
9600 -14.2239
9800 -13.8758
10000 -12.5172
10200 -13.996
10400 -12.9504
10600 -13.9753
10800 -14.1973
11000 -14.185
11200 -14.2681
11400 -13.3602
11600 -14.2362
11800 -12.9231
12000 -13.5987
12200 -12.6249
12400 -13.7403
12600 -12.6345
12800 -14.368
13000 -15.3196
13200 -14.1895
13400 -13.407
13600 -13.607
13800 -13.422
14000 -12.794
14200 -13.1601
14400 -13.608
14600 -14.3029
14800 -12.1767
15000 -13.3278
15200 -12.9912
15400 -13.7162
15600 -12.4799
15800 -13.7977
16000 -12.8551
16200 -14.5529
16400 -13.2566
16600 -14.1872
16800 -14.7621
17000 -13.524
17200 -13.4869
17400 -13.6701
17600 -13.0991
17800 -14.3728
18000 -14.4832
18200 -13.0477
18400 -13.8823
18600 -12.8456
18800 -13.7088
19000 -14.1045
19200 -13.1806
19400 -14.817
19600 -14.1151
19800 -13.2232
20000 -13.9903
